Date,Timestamp,ISO8601,Distance (meter),Cumulative Distance (meter),Duration (second),Speed (m/s),Since start (second)
08:31:46.111,1781163106.111,2026-06-11T08:31:46.111+0100,8.623,10196.876,2.546,3.386,2934.877
08:31:48.657,1781163108.657,2026-06-11T08:31:48.657+0100,8.874,10205.750,2.546,3.485,2937.423
08:31:51.204,1781163111.204,2026-06-11T08:31:51.204+0100,9.864,10215.614,2.546,3.874,2939.970
08:31:53.750,1781163113.750,2026-06-11T08:31:53.750+0100,8.523,10224.137,2.546,3.347,2942.516
08:31:56.297,1781163116.297,2026-06-11T08:31:56.297+0100,6.886,10231.022,2.546,2.704,2945.063
08:31:58.843,1781163118.843,2026-06-11T08:31:58.843+0100,8.463,10239.485,2.547,3.323,2947.609
08:32:01.390,1781163121.390,2026-06-11T08:32:01.390+0100,9.615,10249.101,2.547,3.776,2950.156
08:32:03.936,1781163123.936,2026-06-11T08:32:03.936+0100,8.215,10257.316,2.547,3.226,2952.702
08:32:06.483,1781163126.483,2026-06-11T08:32:06.483+0100,9.713,10267.029,2.547,3.814,2955.249
08:32:09.029,1781163129.029,2026-06-11T08:32:09.029+0100,8.554,10275.582,2.547,3.359,2957.795
08:32:11.576,1781163131.576,2026-06-11T08:32:11.576+0100,8.182,10283.764,2.547,3.213,2960.342
08:32:14.122,1781163134.122,2026-06-11T08:32:14.122+0100,9.618,10293.382,2.547,3.777,2962.888
08:32:16.669,1781163136.669,2026-06-11T08:32:16.669+0100,6.287,10299.669,2.547,2.469,2965.435
08:32:19.215,1781163139.215,2026-06-11T08:32:19.215+0100,6.604,10306.273,2.547,2.593,2967.981
08:32:21.762,1781163141.762,2026-06-11T08:32:21.762+0100,9.175,10315.449,2.547,3.603,2970.528
08:32:24.308,1781163144.308,2026-06-11T08:32:24.308+0100,9.344,10324.792,2.547,3.669,2973.074
08:32:26.855,1781163146.855,2026-06-11T08:32:26.855+0100,7.516,10332.309,2.547,2.952,2975.621
08:32:29.401,1781163149.401,2026-06-11T08:32:29.401+0100,3.568,10335.877,2.547,1.401,2978.167
08:32:31.948,1781163151.948,2026-06-11T08:32:31.948+0100,11.952,10347.829,2.547,4.694,2980.714
08:32:34.494,1781163154.494,2026-06-11T08:32:34.494+0100,9.710,10357.539,2.547,3.813,2983.260
08:32:37.041,1781163157.041,2026-06-11T08:32:37.041+0100,6.105,10363.644,2.547,2.398,2985.807
08:32:39.587,1781163159.587,2026-06-11T08:32:39.587+0100,6.827,10370.471,2.547,2.681,2988.353
08:32:42.134,1781163162.134,2026-06-11T08:32:42.134+0100,8.883,10379.354,2.547,3.489,2990.900
08:32:44.680,1781163164.680,2026-06-11T08:32:44.680+0100,8.278,10387.632,2.546,3.251,2993.446
08:32:47.227,1781163167.227,2026-06-11T08:32:47.227+0100,14.609,10402.241,2.547,5.737,2995.993
08:32:49.773,1781163169.773,2026-06-11T08:32:49.773+0100,8.911,10411.151,2.547,3.499,2998.539
08:32:52.320,1781163172.320,2026-06-11T08:32:52.320+0100,6.617,10417.768,2.547,2.598,3001.086
08:32:54.866,1781163174.866,2026-06-11T08:32:54.866+0100,6.556,10424.325,2.547,2.575,3003.632
08:32:57.413,1781163177.413,2026-06-11T08:32:57.413+0100,11.559,10435.884,2.546,4.539,3006.179
08:32:59.959,1781163179.959,2026-06-11T08:32:59.959+0100,8.191,10444.075,2.546,3.217,3008.725
08:33:02.506,1781163182.506,2026-06-11T08:33:02.506+0100,6.442,10450.517,2.546,2.530,3011.272
08:33:05.052,1781163185.052,2026-06-11T08:33:05.052+0100,10.418,10460.935,2.546,4.091,3013.818
08:33:07.599,1781163187.599,2026-06-11T08:33:07.599+0100,11.314,10472.249,2.547,4.443,3016.365
08:33:10.145,1781163190.145,2026-06-11T08:33:10.145+0100,11.032,10483.281,2.547,4.332,3018.911
08:33:12.692,1781163192.692,2026-06-11T08:33:12.692+0100,8.148,10491.429,2.547,3.200,3021.458
08:33:15.238,1781163195.238,2026-06-11T08:33:15.238+0100,8.503,10499.932,2.546,3.339,3024.004
08:33:17.785,1781163197.785,2026-06-11T08:33:17.785+0100,12.826,10512.758,2.547,5.037,3026.551
08:33:20.331,1781163200.331,2026-06-11T08:33:20.331+0100,15.255,10528.013,2.547,5.990,3029.097
08:33:22.878,1781163202.878,2026-06-11T08:33:22.878+0100,13.401,10541.414,2.547,5.263,3031.644
08:33:25.424,1781163205.424,2026-06-11T08:33:25.424+0100,11.930,10553.344,2.547,4.685,3034.190
08:33:27.971,1781163207.971,2026-06-11T08:33:27.971+0100,11.760,10565.104,2.547,4.618,3036.737
08:33:30.517,1781163210.517,2026-06-11T08:33:30.517+0100,16.192,10581.296,2.547,6.359,3039.283
08:33:33.064,1781163213.064,2026-06-11T08:33:33.064+0100,16.047,10597.343,2.547,6.301,3041.830
08:33:35.610,1781163215.610,2026-06-11T08:33:35.610+0100,13.224,10610.567,2.547,5.193,3044.376
08:33:38.157,1781163218.157,2026-06-11T08:33:38.157+0100,13.499,10624.066,2.547,5.301,3046.923
08:33:40.703,1781163220.703,2026-06-11T08:33:40.703+0100,11.338,10635.405,2.547,4.453,3049.469
08:33:43.250,1781163223.250,2026-06-11T08:33:43.250+0100,16.958,10652.363,2.547,6.659,3052.016
08:33:45.796,1781163225.796,2026-06-11T08:33:45.796+0100,11.249,10663.612,2.547,4.417,3054.562
08:33:48.343,1781163228.343,2026-06-11T08:33:48.343+0100,12.887,10676.499,2.547,5.061,3057.109
08:33:50.889,1781163230.889,2026-06-11T08:33:50.889+0100,15.717,10692.216,2.547,6.172,3059.655
08:33:53.436,1781163233.436,2026-06-11T08:33:53.436+0100,9.409,10701.625,2.547,3.695,3062.202
08:33:55.982,1781163235.982,2026-06-11T08:33:55.982+0100,11.776,10713.401,2.547,4.624,3064.748
08:33:58.529,1781163238.529,2026-06-11T08:33:58.529+0100,11.011,10724.412,2.547,4.324,3067.295
08:34:01.075,1781163241.075,2026-06-11T08:34:01.075+0100,12.815,10737.227,2.547,5.032,3069.841
08:34:03.622,1781163243.622,2026-06-11T08:34:03.622+0100,12.681,10749.908,2.547,4.980,3072.388
08:34:06.168,1781163246.168,2026-06-11T08:34:06.168+0100,10.959,10760.866,2.547,4.303,3074.934
08:34:08.715,1781163248.715,2026-06-11T08:34:08.715+0100,11.131,10771.997,2.547,4.371,3077.481
08:34:11.261,1781163251.261,2026-06-11T08:34:11.261+0100,11.504,10783.501,2.547,4.517,3080.027
08:34:13.808,1781163253.808,2026-06-11T08:34:13.808+0100,9.245,10792.745,2.547,3.630,3082.574
08:34:16.354,1781163256.354,2026-06-11T08:34:16.354+0100,11.396,10804.141,2.547,4.475,3085.120
08:34:18.901,1781163258.901,2026-06-11T08:34:18.901+0100,10.054,10814.196,2.547,3.948,3087.667
08:34:21.447,1781163261.447,2026-06-11T08:34:21.447+0100,11.895,10826.090,2.547,4.671,3090.213
08:34:23.994,1781163263.994,2026-06-11T08:34:23.994+0100,13.028,10839.118,2.546,5.116,3092.760
08:34:26.540,1781163266.540,2026-06-11T08:34:26.540+0100,8.879,10847.998,2.547,3.487,3095.306
08:34:29.087,1781163269.087,2026-06-11T08:34:29.087+0100,12.887,10860.884,2.547,5.061,3097.853
08:34:31.634,1781163271.634,2026-06-11T08:34:31.634+0100,13.373,10874.257,2.547,5.251,3100.399
08:34:34.180,1781163274.180,2026-06-11T08:34:34.180+0100,14.180,10888.438,2.547,5.568,3102.946
08:34:36.727,1781163276.727,2026-06-11T08:34:36.727+0100,8.674,10897.112,2.547,3.406,3105.492
08:34:39.273,1781163279.273,2026-06-11T08:34:39.273+0100,14.106,10911.218,2.547,5.540,3108.039
08:34:41.820,1781163281.820,2026-06-11T08:34:41.820+0100,12.647,10923.865,2.547,4.967,3110.585
08:34:44.366,1781163284.366,2026-06-11T08:34:44.366+0100,9.750,10933.615,2.546,3.829,3113.132
08:34:46.913,1781163286.913,2026-06-11T08:34:46.913+0100,9.248,10942.863,2.547,3.632,3115.678
08:34:49.459,1781163289.459,2026-06-11T08:34:49.459+0100,10.854,10953.717,2.546,4.262,3118.225
08:34:52.006,1781163292.006,2026-06-11T08:34:52.006+0100,12.808,10966.525,2.547,5.030,3120.771
08:34:54.552,1781163294.552,2026-06-11T08:34:54.552+0100,9.355,10975.880,2.546,3.673,3123.318
08:34:57.099,1781163297.099,2026-06-11T08:34:57.099+0100,11.989,10987.869,2.547,4.708,3125.864
08:34:59.645,1781163299.645,2026-06-11T08:34:59.645+0100,10.791,10998.659,2.547,4.237,3128.411
08:35:02.192,1781163302.192,2026-06-11T08:35:02.192+0100,9.685,11008.344,2.547,3.803,3130.957
08:35:04.738,1781163304.738,2026-06-11T08:35:04.738+0100,11.768,11020.112,2.547,4.621,3133.504
08:35:07.285,1781163307.285,2026-06-11T08:35:07.285+0100,11.963,11032.075,2.547,4.698,3136.050
08:35:09.831,1781163309.831,2026-06-11T08:35:09.831+0100,10.336,11042.411,2.547,4.059,3138.597
08:35:12.378,1781163312.378,2026-06-11T08:35:12.378+0100,11.683,11054.094,2.547,4.588,3141.143
08:35:14.924,1781163314.924,2026-06-11T08:35:14.924+0100,9.893,11063.987,2.547,3.885,3143.690
08:35:17.471,1781163317.471,2026-06-11T08:35:17.471+0100,12.960,11076.947,2.547,5.089,3146.236
08:35:20.017,1781163320.017,2026-06-11T08:35:20.017+0100,12.725,11089.672,2.546,4.997,3148.783
08:35:22.564,1781163322.564,2026-06-11T08:35:22.564+0100,10.766,11100.438,2.547,4.228,3151.329
08:35:25.110,1781163325.110,2026-06-11T08:35:25.110+0100,11.235,11111.673,2.546,4.412,3153.876
08:35:27.657,1781163327.657,2026-06-11T08:35:27.657+0100,11.315,11122.988,2.547,4.443,3156.422
08:35:30.203,1781163330.203,2026-06-11T08:35:30.203+0100,7.583,11130.572,2.546,2.978,3158.969
08:35:32.750,1781163332.750,2026-06-11T08:35:32.750+0100,13.242,11143.814,2.547,5.200,3161.515
08:35:35.296,1781163335.296,2026-06-11T08:35:35.296+0100,9.664,11153.478,2.547,3.795,3164.062
08:35:37.843,1781163337.843,2026-06-11T08:35:37.843+0100,11.679,11165.157,2.546,4.586,3166.608
08:35:40.389,1781163340.389,2026-06-11T08:35:40.389+0100,9.856,11175.012,2.546,3.870,3169.155
08:35:42.936,1781163342.936,2026-06-11T08:35:42.936+0100,11.681,11186.693,2.546,4.587,3171.701
08:35:45.482,1781163345.482,2026-06-11T08:35:45.482+0100,11.421,11198.114,2.546,4.485,3174.248
08:35:48.029,1781163348.029,2026-06-11T08:35:48.029+0100,9.343,11207.457,2.546,3.669,3176.794
08:35:50.575,1781163350.575,2026-06-11T08:35:50.575+0100,12.385,11219.842,2.546,4.863,3179.341
08:35:53.122,1781163353.122,2026-06-11T08:35:53.122+0100,8.681,11228.523,2.546,3.409,3181.887
08:35:55.668,1781163355.668,2026-06-11T08:35:55.668+0100,10.283,11238.806,2.546,4.038,3184.434
08:35:58.215,1781163358.215,2026-06-11T08:35:58.215+0100,14.635,11253.441,2.546,5.747,3186.980
08:36:00.761,1781163360.761,2026-06-11T08:36:00.761+0100,8.415,11261.856,2.546,3.305,3189.527
08:36:03.308,1781163363.308,2026-06-11T08:36:03.308+0100,11.009,11272.865,2.546,4.323,3192.073
08:36:05.854,1781163365.854,2026-06-11T08:36:05.854+0100,13.026,11285.891,2.546,5.115,3194.620
08:36:08.400,1781163368.400,2026-06-11T08:36:08.400+0100,10.387,11296.278,2.546,4.079,3197.166
08:36:10.947,1781163370.947,2026-06-11T08:36:10.947+0100,7.027,11303.305,2.546,2.759,3199.713
08:36:13.493,1781163373.493,2026-06-11T08:36:13.493+0100,10.274,11313.579,2.546,4.035,3202.259
08:36:16.040,1781163376.040,2026-06-11T08:36:16.040+0100,4.470,11318.049,2.547,1.755,3204.806
08:36:18.586,1781163378.586,2026-06-11T08:36:18.586+0100,9.051,11327.101,2.547,3.554,3207.352
08:36:21.133,1781163381.133,2026-06-11T08:36:21.133+0100,8.999,11336.100,2.547,3.534,3209.899
08:36:23.679,1781163383.679,2026-06-11T08:36:23.679+0100,6.856,11342.956,2.547,2.692,3212.445
08:36:26.226,1781163386.226,2026-06-11T08:36:26.226+0100,8.342,11351.298,2.547,3.276,3214.992
08:36:28.773,1781163388.773,2026-06-11T08:36:28.773+0100,9.258,11360.555,2.547,3.635,3217.538
08:36:31.319,1781163391.319,2026-06-11T08:36:31.319+0100,9.281,11369.836,2.547,3.645,3220.085
08:36:33.866,1781163393.866,2026-06-11T08:36:33.866+0100,9.956,11379.792,2.547,3.909,3222.631
08:36:36.412,1781163396.412,2026-06-11T08:36:36.412+0100,10.678,11390.470,2.547,4.193,3225.178
08:36:38.959,1781163398.959,2026-06-11T08:36:38.959+0100,9.561,11400.031,2.547,3.754,3227.724
08:36:41.505,1781163401.505,2026-06-11T08:36:41.505+0100,8.290,11408.321,2.547,3.255,3230.271
08:36:44.052,1781163404.052,2026-06-11T08:36:44.052+0100,8.166,11416.486,2.547,3.207,3232.817
08:36:46.598,1781163406.598,2026-06-11T08:36:46.598+0100,9.591,11426.078,2.547,3.766,3235.364
08:36:49.145,1781163409.145,2026-06-11T08:36:49.145+0100,9.320,11435.398,2.547,3.660,3237.910
08:36:51.691,1781163411.691,2026-06-11T08:36:51.691+0100,7.800,11443.197,2.547,3.063,3240.457
08:36:54.238,1781163414.238,2026-06-11T08:36:54.238+0100,9.339,11452.537,2.547,3.668,3243.003
08:36:56.784,1781163416.784,2026-06-11T08:36:56.784+0100,10.591,11463.128,2.547,4.159,3245.550
08:36:59.331,1781163419.331,2026-06-11T08:36:59.331+0100,7.832,11470.960,2.547,3.076,3248.096
08:37:01.877,1781163421.877,2026-06-11T08:37:01.877+0100,9.886,11480.846,2.547,3.882,3250.643
08:37:04.424,1781163424.424,2026-06-11T08:37:04.424+0100,9.706,11490.552,2.547,3.812,3253.189
08:37:06.970,1781163426.970,2026-06-11T08:37:06.970+0100,7.592,11498.145,2.547,2.981,3255.736
08:37:09.517,1781163429.517,2026-06-11T08:37:09.517+0100,11.874,11510.019,2.547,4.663,3258.282
08:37:12.063,1781163432.063,2026-06-11T08:37:12.063+0100,8.834,11518.853,2.547,3.469,3260.829
08:37:14.610,1781163434.610,2026-06-11T08:37:14.610+0100,9.086,11527.939,2.547,3.568,3263.375
08:37:17.156,1781163437.156,2026-06-11T08:37:17.156+0100,7.326,11535.265,2.547,2.877,3265.922
08:37:19.703,1781163439.703,2026-06-11T08:37:19.703+0100,10.203,11545.468,2.547,4.007,3268.468
08:37:22.249,1781163442.249,2026-06-11T08:37:22.249+0100,11.299,11556.767,2.547,4.437,3271.015
08:37:24.796,1781163444.796,2026-06-11T08:37:24.796+0100,9.550,11566.317,2.547,3.750,3273.561
08:37:27.342,1781163447.342,2026-06-11T08:37:27.342+0100,8.028,11574.345,2.547,3.153,3276.108
08:37:29.889,1781163449.889,2026-06-11T08:37:29.889+0100,9.387,11583.731,2.547,3.686,3278.654
08:37:32.435,1781163452.435,2026-06-11T08:37:32.435+0100,8.201,11591.932,2.547,3.220,3281.201
08:37:34.982,1781163454.982,2026-06-11T08:37:34.982+0100,9.133,11601.066,2.547,3.587,3283.747
08:37:37.528,1781163457.528,2026-06-11T08:37:37.528+0100,8.287,11609.352,2.547,3.254,3286.294
08:37:40.075,1781163460.075,2026-06-11T08:37:40.075+0100,8.756,11618.108,2.547,3.438,3288.840
08:37:42.621,1781163462.621,2026-06-11T08:37:42.621+0100,9.672,11627.780,2.547,3.798,3291.387
08:37:45.168,1781163465.168,2026-06-11T08:37:45.168+0100,9.480,11637.260,2.547,3.723,3293.933
08:37:47.714,1781163467.714,2026-06-11T08:37:47.714+0100,8.174,11645.433,2.547,3.210,3296.480
08:37:50.261,1781163470.261,2026-06-11T08:37:50.261+0100,8.927,11654.361,2.547,3.506,3299.026
08:37:52.807,1781163472.807,2026-06-11T08:37:52.807+0100,9.537,11663.898,2.547,3.745,3301.573
08:37:55.354,1781163475.354,2026-06-11T08:37:55.354+0100,10.032,11673.930,2.547,3.940,3304.119
08:37:57.900,1781163477.900,2026-06-11T08:37:57.900+0100,11.355,11685.285,2.547,4.459,3306.666
08:38:00.447,1781163480.447,2026-06-11T08:38:00.447+0100,8.129,11693.414,2.547,3.192,3309.212
08:38:02.993,1781163482.993,2026-06-11T08:38:02.993+0100,8.256,11701.670,2.547,3.242,3311.759
08:38:05.540,1781163485.540,2026-06-11T08:38:05.540+0100,9.347,11711.018,2.547,3.671,3314.305
08:38:08.086,1781163488.086,2026-06-11T08:38:08.086+0100,8.336,11719.354,2.547,3.273,3316.852
08:38:10.633,1781163490.633,2026-06-11T08:38:10.633+0100,11.082,11730.436,2.547,4.352,3319.398
08:38:13.179,1781163493.179,2026-06-11T08:38:13.179+0100,8.674,11739.110,2.547,3.406,3321.945
08:38:15.726,1781163495.726,2026-06-11T08:38:15.726+0100,10.985,11750.095,2.547,4.314,3324.491
08:38:18.272,1781163498.272,2026-06-11T08:38:18.272+0100,10.169,11760.264,2.547,3.993,3327.038
08:38:20.819,1781163500.819,2026-06-11T08:38:20.819+0100,9.229,11769.493,2.547,3.624,3329.584
08:38:23.365,1781163503.365,2026-06-11T08:38:23.365+0100,8.329,11777.823,2.547,3.271,3332.131
08:38:25.912,1781163505.912,2026-06-11T08:38:25.912+0100,10.030,11787.853,2.547,3.939,3334.677
08:38:28.458,1781163508.458,2026-06-11T08:38:28.458+0100,8.879,11796.732,2.547,3.487,3337.224
08:38:31.005,1781163511.005,2026-06-11T08:38:31.005+0100,8.548,11805.281,2.547,3.357,3339.770
08:38:33.551,1781163513.551,2026-06-11T08:38:33.551+0100,12.349,11817.629,2.547,4.849,3342.317
08:38:36.098,1781163516.098,2026-06-11T08:38:36.098+0100,13.017,11830.646,2.547,5.112,3344.863
08:38:38.644,1781163518.644,2026-06-11T08:38:38.644+0100,10.650,11841.296,2.547,4.182,3347.410
08:38:41.191,1781163521.191,2026-06-11T08:38:41.191+0100,10.295,11851.591,2.547,4.043,3349.956
08:38:43.737,1781163523.737,2026-06-11T08:38:43.737+0100,12.399,11863.990,2.547,4.869,3352.503
08:38:46.284,1781163526.284,2026-06-11T08:38:46.284+0100,11.296,11875.287,2.547,4.436,3355.049
08:38:48.830,1781163528.830,2026-06-11T08:38:48.830+0100,10.450,11885.737,2.547,4.104,3357.596
08:38:51.377,1781163531.377,2026-06-11T08:38:51.377+0100,11.984,11897.720,2.547,4.706,3360.142
08:38:53.923,1781163533.923,2026-06-11T08:38:53.923+0100,13.439,11911.160,2.547,5.278,3362.689
08:38:56.470,1781163536.470,2026-06-11T08:38:56.470+0100,11.396,11922.556,2.547,4.475,3365.235
08:38:59.016,1781163539.016,2026-06-11T08:38:59.016+0100,10.108,11932.664,2.547,3.969,3367.782
08:39:01.563,1781163541.563,2026-06-11T08:39:01.563+0100,9.480,11942.145,2.547,3.723,3370.328
08:39:04.109,1781163544.109,2026-06-11T08:39:04.109+0100,13.684,11955.828,2.547,5.374,3372.875
08:39:06.656,1781163546.656,2026-06-11T08:39:06.656+0100,9.668,11965.496,2.547,3.797,3375.421
08:39:09.202,1781163549.202,2026-06-11T08:39:09.202+0100,11.561,11977.057,2.547,4.540,3377.968
08:39:11.749,1781163551.749,2026-06-11T08:39:11.749+0100,12.521,11989.578,2.547,4.917,3380.514
08:39:14.295,1781163554.295,2026-06-11T08:39:14.295+0100,11.525,12001.103,2.547,4.526,3383.061
08:39:16.842,1781163556.842,2026-06-11T08:39:16.842+0100,10.287,12011.389,2.547,4.040,3385.607
08:39:19.388,1781163559.388,2026-06-11T08:39:19.388+0100,11.591,12022.980,2.547,4.552,3388.154
08:39:21.935,1781163561.935,2026-06-11T08:39:21.935+0100,11.596,12034.576,2.547,4.554,3390.700
08:39:24.481,1781163564.481,2026-06-11T08:39:24.481+0100,9.644,12044.220,2.547,3.787,3393.247
08:39:27.028,1781163567.028,2026-06-11T08:39:27.028+0100,11.057,12055.277,2.547,4.342,3395.793
08:39:29.574,1781163569.574,2026-06-11T08:39:29.574+0100,11.606,12066.883,2.547,4.558,3398.340
08:39:32.121,1781163572.121,2026-06-11T08:39:32.121+0100,11.606,12078.490,2.547,4.558,3400.886
08:39:34.667,1781163574.667,2026-06-11T08:39:34.667+0100,9.843,12088.333,2.547,3.865,3403.433
08:39:37.214,1781163577.214,2026-06-11T08:39:37.214+0100,13.711,12102.044,2.547,5.384,3405.979
08:39:39.760,1781163579.760,2026-06-11T08:39:39.760+0100,12.311,12114.355,2.547,4.835,3408.526
08:39:42.307,1781163582.307,2026-06-11T08:39:42.307+0100,10.836,12125.191,2.547,4.255,3411.072
08:39:44.853,1781163584.853,2026-06-11T08:39:44.853+0100,10.822,12136.013,2.547,4.250,3413.619
08:39:47.400,1781163587.400,2026-06-11T08:39:47.400+0100,12.256,12148.270,2.547,4.813,3416.165
08:39:49.946,1781163589.946,2026-06-11T08:39:49.946+0100,11.773,12160.043,2.546,4.623,3418.712
08:39:52.493,1781163592.493,2026-06-11T08:39:52.493+0100,9.298,12169.341,2.547,3.651,3421.258
08:39:55.039,1781163595.039,2026-06-11T08:39:55.039+0100,11.655,12180.996,2.546,4.577,3423.805
08:39:57.586,1781163597.586,2026-06-11T08:39:57.586+0100,13.199,12194.195,2.547,5.183,3426.351
08:40:00.132,1781163600.132,2026-06-11T08:40:00.132+0100,8.736,12202.931,2.547,3.431,3428.898
08:40:02.679,1781163602.679,2026-06-11T08:40:02.679+0100,11.538,12214.469,2.546,4.531,3431.445
08:40:05.225,1781163605.225,2026-06-11T08:40:05.225+0100,11.293,12225.762,2.546,4.435,3433.991
08:40:07.772,1781163607.772,2026-06-11T08:40:07.772+0100,9.905,12235.667,2.546,3.890,3436.537
08:40:10.318,1781163610.318,2026-06-11T08:40:10.318+0100,11.432,12247.099,2.546,4.489,3439.084
08:40:12.865,1781163612.865,2026-06-11T08:40:12.865+0100,10.653,12257.752,2.546,4.183,3441.630
08:40:15.411,1781163615.411,2026-06-11T08:40:15.411+0100,10.515,12268.267,2.546,4.129,3444.177
08:40:17.958,1781163617.958,2026-06-11T08:40:17.958+0100,11.469,12279.737,2.546,4.504,3446.723
08:40:20.504,1781163620.504,2026-06-11T08:40:20.504+0100,9.895,12289.632,2.546,3.886,3449.270
08:40:23.051,1781163623.051,2026-06-11T08:40:23.051+0100,12.376,12302.008,2.546,4.860,3451.816
08:40:25.597,1781163625.597,2026-06-11T08:40:25.597+0100,10.433,12312.441,2.546,4.097,3454.363
08:40:28.144,1781163628.144,2026-06-11T08:40:28.144+0100,8.244,12320.685,2.546,3.237,3456.909
08:40:30.690,1781163630.690,2026-06-11T08:40:30.690+0100,11.383,12332.068,2.546,4.470,3459.456
08:40:33.237,1781163633.237,2026-06-11T08:40:33.237+0100,10.784,12342.852,2.546,4.235,3462.002
08:40:35.783,1781163635.783,2026-06-11T08:40:35.783+0100,9.883,12352.735,2.546,3.881,3464.549
08:40:38.330,1781163638.330,2026-06-11T08:40:38.330+0100,13.036,12365.771,2.546,5.119,3467.095
08:40:40.876,1781163640.876,2026-06-11T08:40:40.876+0100,11.206,12376.977,2.546,4.400,3469.642
08:40:43.423,1781163643.423,2026-06-11T08:40:43.423+0100,9.667,12386.644,2.546,3.796,3472.188
08:40:45.969,1781163645.969,2026-06-11T08:40:45.969+0100,13.469,12400.113,2.546,5.289,3474.735
08:40:48.516,1781163648.516,2026-06-11T08:40:48.516+0100,9.069,12409.183,2.546,3.562,3477.281
08:40:51.062,1781163651.062,2026-06-11T08:40:51.062+0100,10.563,12419.746,2.546,4.148,3479.828
08:40:53.609,1781163653.609,2026-06-11T08:40:53.609+0100,9.895,12429.641,2.546,3.886,3482.374
08:40:56.155,1781163656.155,2026-06-11T08:40:56.155+0100,10.446,12440.087,2.546,4.102,3484.921
08:40:58.702,1781163658.702,2026-06-11T08:40:58.702+0100,13.568,12453.655,2.546,5.328,3487.467
08:41:01.248,1781163661.248,2026-06-11T08:41:01.248+0100,10.105,12463.760,2.546,3.968,3490.014
08:41:03.795,1781163663.795,2026-06-11T08:41:03.795+0100,11.140,12474.900,2.546,4.375,3492.560
08:41:06.341,1781163666.341,2026-06-11T08:41:06.341+0100,12.062,12486.962,2.546,4.737,3495.107
08:41:08.888,1781163668.888,2026-06-11T08:41:08.888+0100,11.812,12498.775,2.546,4.639,3497.653
08:41:11.434,1781163671.434,2026-06-11T08:41:11.434+0100,9.389,12508.164,2.546,3.687,3500.200
08:41:13.981,1781163673.981,2026-06-11T08:41:13.981+0100,11.434,12519.598,2.546,4.490,3502.746
08:41:16.527,1781163676.527,2026-06-11T08:41:16.527+0100,11.355,12530.954,2.546,4.459,3505.293
08:41:19.074,1781163679.074,2026-06-11T08:41:19.074+0100,9.232,12540.185,2.546,3.625,3507.839
08:41:21.620,1781163681.620,2026-06-11T08:41:21.620+0100,9.909,12550.094,2.546,3.891,3510.386
08:41:24.167,1781163684.167,2026-06-11T08:41:24.167+0100,12.166,12562.261,2.546,4.778,3512.932
08:41:26.713,1781163686.713,2026-06-11T08:41:26.713+0100,13.453,12575.714,2.546,5.283,3515.479
08:41:29.260,1781163689.260,2026-06-11T08:41:29.260+0100,9.110,12584.824,2.546,3.577,3518.025
08:41:31.806,1781163691.806,2026-06-11T08:41:31.806+0100,11.242,12596.065,2.546,4.415,3520.572
08:41:34.353,1781163694.353,2026-06-11T08:41:34.353+0100,11.615,12607.681,2.546,4.561,3523.118
08:41:36.899,1781163696.899,2026-06-11T08:41:36.899+0100,10.706,12618.387,2.546,4.204,3525.665
08:41:39.446,1781163699.446,2026-06-11T08:41:39.446+0100,6.635,12625.022,2.546,2.605,3528.211
08:41:41.992,1781163701.992,2026-06-11T08:41:41.992+0100,7.280,12632.302,2.546,2.859,3530.758
08:41:44.539,1781163704.539,2026-06-11T08:41:44.539+0100,9.491,12641.793,2.546,3.727,3533.304
08:41:47.085,1781163707.085,2026-06-11T08:41:47.085+0100,8.087,12649.880,2.546,3.176,3535.851
08:41:49.632,1781163709.632,2026-06-11T08:41:49.632+0100,7.206,12657.086,2.546,2.830,3538.397
08:41:52.178,1781163712.178,2026-06-11T08:41:52.178+0100,9.141,12666.228,2.546,3.590,3540.944
08:41:54.725,1781163714.725,2026-06-11T08:41:54.725+0100,10.008,12676.235,2.546,3.930,3543.490
08:41:57.271,1781163717.271,2026-06-11T08:41:57.271+0100,8.203,12684.439,2.546,3.221,3546.037
08:41:59.818,1781163719.818,2026-06-11T08:41:59.818+0100,8.432,12692.871,2.546,3.311,3548.583
08:42:02.364,1781163722.364,2026-06-11T08:42:02.364+0100,8.641,12701.513,2.546,3.393,3551.130
08:42:04.911,1781163724.911,2026-06-11T08:42:04.911+0100,9.246,12710.759,2.546,3.631,3553.676
08:42:07.457,1781163727.457,2026-06-11T08:42:07.457+0100,8.745,12719.504,2.546,3.434,3556.223
08:42:10.004,1781163730.004,2026-06-11T08:42:10.004+0100,9.365,12728.869,2.546,3.678,3558.769
08:42:12.550,1781163732.550,2026-06-11T08:42:12.550+0100,8.295,12737.164,2.546,3.257,3561.316
08:42:15.097,1781163735.097,2026-06-11T08:42:15.097+0100,9.454,12746.617,2.546,3.712,3563.862
08:42:17.643,1781163737.643,2026-06-11T08:42:17.643+0100,9.455,12756.073,2.546,3.713,3566.409
08:42:20.190,1781163740.190,2026-06-11T08:42:20.190+0100,10.234,12766.307,2.546,4.019,3568.955
08:42:22.736,1781163742.736,2026-06-11T08:42:22.736+0100,9.428,12775.734,2.546,3.702,3571.502
08:42:25.283,1781163745.283,2026-06-11T08:42:25.283+0100,8.912,12784.646,2.546,3.500,3574.048
08:42:27.829,1781163747.829,2026-06-11T08:42:27.829+0100,8.643,12793.289,2.547,3.394,3576.595
