Date,Timestamp,ISO8601,VO (mm),Since start (second)
07:42:51.234,1781160171.234,2026-06-11T07:42:51.234+0100,,0.000
07:43:02.536,1781160182.536,2026-06-11T07:43:02.536+0100,107,11.302
07:43:07.631,1781160187.631,2026-06-11T07:43:07.631+0100,110,16.396
07:43:12.725,1781160192.725,2026-06-11T07:43:12.725+0100,108,21.491
07:43:17.820,1781160197.820,2026-06-11T07:43:17.820+0100,112,26.585
07:43:22.914,1781160202.914,2026-06-11T07:43:22.914+0100,103,31.680
07:43:28.008,1781160208.008,2026-06-11T07:43:28.008+0100,108,36.774
07:43:33.103,1781160213.103,2026-06-11T07:43:33.103+0100,112,41.868
07:43:38.197,1781160218.197,2026-06-11T07:43:38.197+0100,105,46.963
07:43:43.291,1781160223.291,2026-06-11T07:43:43.291+0100,112,52.057
07:43:48.385,1781160228.385,2026-06-11T07:43:48.385+0100,107,57.151
07:43:53.480,1781160233.480,2026-06-11T07:43:53.480+0100,108,62.245
07:43:58.574,1781160238.574,2026-06-11T07:43:58.574+0100,102,67.340
07:44:03.668,1781160243.668,2026-06-11T07:44:03.668+0100,104,72.434
07:44:08.762,1781160248.762,2026-06-11T07:44:08.762+0100,110,77.528
07:44:13.857,1781160253.857,2026-06-11T07:44:13.857+0100,110,82.622
07:44:18.951,1781160258.951,2026-06-11T07:44:18.951+0100,107,87.717
07:44:24.045,1781160264.045,2026-06-11T07:44:24.045+0100,107,92.811
07:44:29.139,1781160269.139,2026-06-11T07:44:29.139+0100,109,97.905
07:44:34.233,1781160274.233,2026-06-11T07:44:34.233+0100,107,102.999
07:44:39.328,1781160279.328,2026-06-11T07:44:39.328+0100,106,108.093
07:44:44.422,1781160284.422,2026-06-11T07:44:44.422+0100,106,113.187
07:44:49.516,1781160289.516,2026-06-11T07:44:49.516+0100,112,118.282
07:44:54.610,1781160294.610,2026-06-11T07:44:54.610+0100,108,123.376
07:44:59.704,1781160299.704,2026-06-11T07:44:59.704+0100,109,128.470
07:45:04.798,1781160304.798,2026-06-11T07:45:04.798+0100,108,133.564
07:45:09.892,1781160309.892,2026-06-11T07:45:09.892+0100,106,138.658
07:45:14.986,1781160314.986,2026-06-11T07:45:14.986+0100,106,143.752
07:45:20.080,1781160320.080,2026-06-11T07:45:20.080+0100,111,148.846
07:45:25.174,1781160325.174,2026-06-11T07:45:25.174+0100,106,153.940
07:45:30.268,1781160330.268,2026-06-11T07:45:30.268+0100,107,159.034
07:45:35.362,1781160335.362,2026-06-11T07:45:35.362+0100,109,164.128
07:45:40.456,1781160340.456,2026-06-11T07:45:40.456+0100,106,169.222
07:45:45.550,1781160345.550,2026-06-11T07:45:45.550+0100,108,174.316
07:45:50.644,1781160350.644,2026-06-11T07:45:50.644+0100,112,179.410
07:45:55.738,1781160355.738,2026-06-11T07:45:55.738+0100,110,184.504
07:46:00.832,1781160360.832,2026-06-11T07:46:00.832+0100,108,189.598
07:46:05.926,1781160365.926,2026-06-11T07:46:05.926+0100,109,194.692
07:46:11.020,1781160371.020,2026-06-11T07:46:11.020+0100,108,199.786
07:46:16.114,1781160376.114,2026-06-11T07:46:16.114+0100,110,204.880
07:46:21.208,1781160381.208,2026-06-11T07:46:21.208+0100,112,209.974
07:46:26.302,1781160386.302,2026-06-11T07:46:26.302+0100,109,215.068
07:46:31.396,1781160391.396,2026-06-11T07:46:31.396+0100,112,220.162
07:46:36.490,1781160396.490,2026-06-11T07:46:36.490+0100,114,225.256
07:46:41.584,1781160401.584,2026-06-11T07:46:41.584+0100,108,230.350
07:46:46.678,1781160406.678,2026-06-11T07:46:46.678+0100,107,235.444
07:46:51.772,1781160411.772,2026-06-11T07:46:51.772+0100,112,240.537
07:46:56.866,1781160416.866,2026-06-11T07:46:56.866+0100,109,245.631
07:47:01.960,1781160421.960,2026-06-11T07:47:01.960+0100,112,250.725
07:47:07.053,1781160427.053,2026-06-11T07:47:07.053+0100,111,255.819
07:47:12.147,1781160432.147,2026-06-11T07:47:12.147+0100,109,260.913
07:47:17.241,1781160437.241,2026-06-11T07:47:17.241+0100,108,266.007
07:50:07.887,1781160607.887,2026-06-11T07:50:07.887+0100,104,436.653
07:50:12.981,1781160612.981,2026-06-11T07:50:12.981+0100,110,441.747
07:50:18.075,1781160618.075,2026-06-11T07:50:18.075+0100,107,446.840
07:50:23.169,1781160623.169,2026-06-11T07:50:23.169+0100,107,451.934
07:50:28.263,1781160628.263,2026-06-11T07:50:28.263+0100,103,457.028
07:50:33.356,1781160633.356,2026-06-11T07:50:33.356+0100,107,462.122
07:50:38.450,1781160638.450,2026-06-11T07:50:38.450+0100,101,467.216
07:50:43.544,1781160643.544,2026-06-11T07:50:43.544+0100,101,472.310
07:50:48.638,1781160648.638,2026-06-11T07:50:48.638+0100,99,477.404
07:50:53.732,1781160653.732,2026-06-11T07:50:53.732+0100,100,482.497
07:50:58.825,1781160658.825,2026-06-11T07:50:58.825+0100,100,487.591
07:51:03.919,1781160663.919,2026-06-11T07:51:03.919+0100,100,492.685
07:51:09.013,1781160669.013,2026-06-11T07:51:09.013+0100,98,497.779
07:51:14.107,1781160674.107,2026-06-11T07:51:14.107+0100,101,502.873
07:51:19.201,1781160679.201,2026-06-11T07:51:19.201+0100,102,507.966
07:51:24.294,1781160684.294,2026-06-11T07:51:24.294+0100,104,513.060
07:51:29.388,1781160689.388,2026-06-11T07:51:29.388+0100,105,518.154
07:51:34.482,1781160694.482,2026-06-11T07:51:34.482+0100,102,523.248
07:51:39.576,1781160699.576,2026-06-11T07:51:39.576+0100,99,528.341
07:51:44.669,1781160704.669,2026-06-11T07:51:44.669+0100,95,533.435
07:51:49.763,1781160709.763,2026-06-11T07:51:49.763+0100,91,538.529
07:51:54.857,1781160714.857,2026-06-11T07:51:54.857+0100,98,543.623
07:51:59.951,1781160719.951,2026-06-11T07:51:59.951+0100,103,548.716
07:52:05.044,1781160725.044,2026-06-11T07:52:05.044+0100,107,553.810
07:52:10.138,1781160730.138,2026-06-11T07:52:10.138+0100,111,558.904
07:52:15.232,1781160735.232,2026-06-11T07:52:15.232+0100,112,563.997
07:52:20.325,1781160740.325,2026-06-11T07:52:20.325+0100,112,569.091
07:52:25.419,1781160745.419,2026-06-11T07:52:25.419+0100,110,574.185
07:52:30.513,1781160750.513,2026-06-11T07:52:30.513+0100,111,579.279
07:52:35.607,1781160755.607,2026-06-11T07:52:35.607+0100,107,584.372
07:52:40.700,1781160760.700,2026-06-11T07:52:40.700+0100,108,589.466
07:52:45.794,1781160765.794,2026-06-11T07:52:45.794+0100,110,594.560
07:52:50.888,1781160770.888,2026-06-11T07:52:50.888+0100,111,599.653
07:52:55.981,1781160775.981,2026-06-11T07:52:55.981+0100,108,604.747
07:53:01.075,1781160781.075,2026-06-11T07:53:01.075+0100,110,609.841
07:53:06.169,1781160786.169,2026-06-11T07:53:06.169+0100,108,614.934
07:53:11.262,1781160791.262,2026-06-11T07:53:11.262+0100,103,620.028
07:53:16.356,1781160796.356,2026-06-11T07:53:16.356+0100,105,625.122
07:53:21.450,1781160801.450,2026-06-11T07:53:21.450+0100,104,630.215
07:53:26.543,1781160806.543,2026-06-11T07:53:26.543+0100,102,635.309
07:53:31.637,1781160811.637,2026-06-11T07:53:31.637+0100,103,640.403
07:53:36.731,1781160816.731,2026-06-11T07:53:36.731+0100,106,645.496
07:53:41.824,1781160821.824,2026-06-11T07:53:41.824+0100,109,650.590
07:53:46.918,1781160826.918,2026-06-11T07:53:46.918+0100,106,655.683
07:53:52.011,1781160832.011,2026-06-11T07:53:52.011+0100,106,660.777
07:53:57.105,1781160837.105,2026-06-11T07:53:57.105+0100,105,665.871
07:54:02.199,1781160842.199,2026-06-11T07:54:02.199+0100,103,670.964
07:54:07.292,1781160847.292,2026-06-11T07:54:07.292+0100,102,676.058
07:54:12.386,1781160852.386,2026-06-11T07:54:12.386+0100,104,681.152
07:54:17.479,1781160857.479,2026-06-11T07:54:17.479+0100,101,686.245
07:54:22.573,1781160862.573,2026-06-11T07:54:22.573+0100,100,691.339
07:54:27.667,1781160867.667,2026-06-11T07:54:27.667+0100,105,696.432
07:54:32.760,1781160872.760,2026-06-11T07:54:32.760+0100,104,701.526
07:54:37.854,1781160877.854,2026-06-11T07:54:37.854+0100,105,706.620
07:54:42.947,1781160882.947,2026-06-11T07:54:42.947+0100,103,711.713
07:54:48.041,1781160888.041,2026-06-11T07:54:48.041+0100,103,716.807
07:54:53.135,1781160893.135,2026-06-11T07:54:53.135+0100,103,721.900
07:55:03.322,1781160903.322,2026-06-11T07:55:03.322+0100,109,732.087
07:55:08.415,1781160908.415,2026-06-11T07:55:08.415+0100,103,737.181
07:55:13.509,1781160913.509,2026-06-11T07:55:13.509+0100,104,742.275
07:55:18.602,1781160918.602,2026-06-11T07:55:18.602+0100,100,747.368
07:55:23.696,1781160923.696,2026-06-11T07:55:23.696+0100,103,752.462
07:55:28.790,1781160928.790,2026-06-11T07:55:28.790+0100,104,757.555
07:55:33.883,1781160933.883,2026-06-11T07:55:33.883+0100,106,762.649
07:55:38.977,1781160938.977,2026-06-11T07:55:38.977+0100,104,767.742
07:55:44.070,1781160944.070,2026-06-11T07:55:44.070+0100,104,772.836
07:55:49.164,1781160949.164,2026-06-11T07:55:49.164+0100,104,777.930
07:55:54.257,1781160954.257,2026-06-11T07:55:54.257+0100,108,783.023
07:55:59.351,1781160959.351,2026-06-11T07:55:59.351+0100,106,788.117
07:56:04.445,1781160964.445,2026-06-11T07:56:04.445+0100,106,793.210
07:56:09.538,1781160969.538,2026-06-11T07:56:09.538+0100,106,798.304
07:56:14.632,1781160974.632,2026-06-11T07:56:14.632+0100,106,803.397
07:56:19.725,1781160979.725,2026-06-11T07:56:19.725+0100,105,808.491
07:56:24.819,1781160984.819,2026-06-11T07:56:24.819+0100,106,813.585
07:56:35.006,1781160995.006,2026-06-11T07:56:35.006+0100,111,823.772
07:56:40.099,1781161000.099,2026-06-11T07:56:40.099+0100,107,828.865
07:56:45.193,1781161005.193,2026-06-11T07:56:45.193+0100,107,833.959
07:56:50.286,1781161010.286,2026-06-11T07:56:50.286+0100,107,839.052
07:56:55.380,1781161015.380,2026-06-11T07:56:55.380+0100,99,844.146
07:57:00.474,1781161020.474,2026-06-11T07:57:00.474+0100,105,849.239
07:57:05.567,1781161025.567,2026-06-11T07:57:05.567+0100,109,854.333
07:57:10.660,1781161030.660,2026-06-11T07:57:10.660+0100,106,859.426
07:57:15.754,1781161035.754,2026-06-11T07:57:15.754+0100,107,864.520
07:57:20.847,1781161040.847,2026-06-11T07:57:20.847+0100,106,869.613
07:57:25.941,1781161045.941,2026-06-11T07:57:25.941+0100,105,874.707
07:57:31.034,1781161051.034,2026-06-11T07:57:31.034+0100,105,879.800
07:57:36.128,1781161056.128,2026-06-11T07:57:36.128+0100,105,884.894
07:57:41.221,1781161061.221,2026-06-11T07:57:41.221+0100,107,889.987
07:57:46.315,1781161066.315,2026-06-11T07:57:46.315+0100,105,895.080
07:57:51.408,1781161071.408,2026-06-11T07:57:51.408+0100,105,900.174
07:57:56.502,1781161076.502,2026-06-11T07:57:56.502+0100,106,905.267
07:58:01.595,1781161081.595,2026-06-11T07:58:01.595+0100,106,910.361
07:58:06.689,1781161086.689,2026-06-11T07:58:06.689+0100,108,915.454
07:58:11.782,1781161091.782,2026-06-11T07:58:11.782+0100,108,920.548
07:58:16.875,1781161096.875,2026-06-11T07:58:16.875+0100,103,925.641
07:58:21.969,1781161101.969,2026-06-11T07:58:21.969+0100,104,930.734
07:58:27.062,1781161107.062,2026-06-11T07:58:27.062+0100,107,935.828
07:58:32.156,1781161112.156,2026-06-11T07:58:32.156+0100,104,940.921
07:58:37.249,1781161117.249,2026-06-11T07:58:37.249+0100,106,946.015
07:58:42.342,1781161122.342,2026-06-11T07:58:42.342+0100,100,951.108
07:58:47.436,1781161127.436,2026-06-11T07:58:47.436+0100,104,956.202
07:58:52.529,1781161132.529,2026-06-11T07:58:52.529+0100,104,961.295
07:58:57.623,1781161137.623,2026-06-11T07:58:57.623+0100,105,966.388
07:59:02.716,1781161142.716,2026-06-11T07:59:02.716+0100,101,971.482
07:59:07.809,1781161147.809,2026-06-11T07:59:07.809+0100,102,976.575
07:59:12.903,1781161152.903,2026-06-11T07:59:12.903+0100,103,981.668
07:59:17.996,1781161157.996,2026-06-11T07:59:17.996+0100,98,986.762
07:59:23.089,1781161163.089,2026-06-11T07:59:23.089+0100,100,991.855
07:59:28.183,1781161168.183,2026-06-11T07:59:28.183+0100,102,996.949
07:59:33.276,1781161173.276,2026-06-11T07:59:33.276+0100,108,1002.042
07:59:38.370,1781161178.370,2026-06-11T07:59:38.370+0100,103,1007.135
07:59:43.463,1781161183.463,2026-06-11T07:59:43.463+0100,103,1012.229
07:59:48.556,1781161188.556,2026-06-11T07:59:48.556+0100,103,1017.322
07:59:53.650,1781161193.650,2026-06-11T07:59:53.650+0100,101,1022.415
07:59:58.743,1781161198.743,2026-06-11T07:59:58.743+0100,106,1027.509
08:00:03.836,1781161203.836,2026-06-11T08:00:03.836+0100,102,1032.602
08:00:08.930,1781161208.930,2026-06-11T08:00:08.930+0100,100,1037.695
08:00:14.023,1781161214.023,2026-06-11T08:00:14.023+0100,102,1042.789
08:00:19.116,1781161219.116,2026-06-11T08:00:19.116+0100,101,1047.882
08:00:24.210,1781161224.210,2026-06-11T08:00:24.210+0100,98,1052.975
08:00:29.303,1781161229.303,2026-06-11T08:00:29.303+0100,101,1058.069
08:00:34.396,1781161234.396,2026-06-11T08:00:34.396+0100,102,1063.162
08:00:39.489,1781161239.489,2026-06-11T08:00:39.489+0100,102,1068.255
08:00:44.583,1781161244.583,2026-06-11T08:00:44.583+0100,106,1073.349
08:00:49.676,1781161249.676,2026-06-11T08:00:49.676+0100,100,1078.442
08:00:54.769,1781161254.769,2026-06-11T08:00:54.769+0100,99,1083.535
08:00:59.863,1781161259.863,2026-06-11T08:00:59.863+0100,101,1088.628
08:01:04.956,1781161264.956,2026-06-11T08:01:04.956+0100,100,1093.722
08:01:10.049,1781161270.049,2026-06-11T08:01:10.049+0100,99,1098.815
08:01:15.143,1781161275.143,2026-06-11T08:01:15.143+0100,100,1103.908
08:01:20.236,1781161280.236,2026-06-11T08:01:20.236+0100,101,1109.002
08:01:25.329,1781161285.329,2026-06-11T08:01:25.329+0100,103,1114.095
08:01:30.423,1781161290.423,2026-06-11T08:01:30.423+0100,101,1119.188
08:01:35.516,1781161295.516,2026-06-11T08:01:35.516+0100,105,1124.281
08:01:40.609,1781161300.609,2026-06-11T08:01:40.609+0100,106,1129.375
08:01:45.702,1781161305.702,2026-06-11T08:01:45.702+0100,100,1134.468
08:01:50.796,1781161310.796,2026-06-11T08:01:50.796+0100,105,1139.561
08:01:55.889,1781161315.889,2026-06-11T08:01:55.889+0100,104,1144.655
08:02:00.982,1781161320.982,2026-06-11T08:02:00.982+0100,102,1149.748
08:03:53.036,1781161433.036,2026-06-11T08:03:53.036+0100,109,1261.801
08:03:58.129,1781161438.129,2026-06-11T08:03:58.129+0100,109,1266.895
08:04:03.222,1781161443.222,2026-06-11T08:04:03.222+0100,108,1271.988
08:04:08.316,1781161448.316,2026-06-11T08:04:08.316+0100,105,1277.082
08:04:13.409,1781161453.409,2026-06-11T08:04:13.409+0100,105,1282.175
08:04:18.503,1781161458.503,2026-06-11T08:04:18.503+0100,106,1287.268
08:04:23.596,1781161463.596,2026-06-11T08:04:23.596+0100,105,1292.362
08:04:28.690,1781161468.690,2026-06-11T08:04:28.690+0100,106,1297.455
08:04:33.783,1781161473.783,2026-06-11T08:04:33.783+0100,106,1302.549
08:04:38.876,1781161478.876,2026-06-11T08:04:38.876+0100,97,1307.642
08:04:43.970,1781161483.970,2026-06-11T08:04:43.970+0100,99,1312.735
08:04:49.063,1781161489.063,2026-06-11T08:04:49.063+0100,99,1317.829
08:04:54.157,1781161494.157,2026-06-11T08:04:54.157+0100,104,1322.922
08:04:59.250,1781161499.250,2026-06-11T08:04:59.250+0100,103,1328.016
08:05:09.437,1781161509.437,2026-06-11T08:05:09.437+0100,96,1338.202
08:05:14.530,1781161514.530,2026-06-11T08:05:14.530+0100,98,1343.296
08:05:19.624,1781161519.624,2026-06-11T08:05:19.624+0100,103,1348.389
08:05:24.717,1781161524.717,2026-06-11T08:05:24.717+0100,101,1353.483
08:05:29.810,1781161529.810,2026-06-11T08:05:29.810+0100,101,1358.576
08:05:34.904,1781161534.904,2026-06-11T08:05:34.904+0100,100,1363.669
08:05:39.997,1781161539.997,2026-06-11T08:05:39.997+0100,101,1368.763
08:05:45.090,1781161545.090,2026-06-11T08:05:45.090+0100,101,1373.856
08:05:50.184,1781161550.184,2026-06-11T08:05:50.184+0100,102,1378.950
08:05:55.277,1781161555.277,2026-06-11T08:05:55.277+0100,100,1384.043
