Date,Timestamp,ISO8601,Stride Length (mm),Since start (second)
08:49:56.014,1781164196.014,2026-06-11T08:49:56.014+0100,1290,4024.780
08:50:01.107,1781164201.107,2026-06-11T08:50:01.107+0100,1290,4029.873
08:50:06.200,1781164206.200,2026-06-11T08:50:06.200+0100,1270,4034.966
08:50:11.293,1781164211.293,2026-06-11T08:50:11.293+0100,1200,4040.059
08:50:16.386,1781164216.386,2026-06-11T08:50:16.386+0100,1220,4045.152
08:50:21.479,1781164221.479,2026-06-11T08:50:21.479+0100,1210,4050.245
08:50:26.572,1781164226.572,2026-06-11T08:50:26.572+0100,1240,4055.338
08:50:31.665,1781164231.665,2026-06-11T08:50:31.665+0100,1280,4060.431
08:50:36.758,1781164236.758,2026-06-11T08:50:36.758+0100,1290,4065.524
08:50:41.851,1781164241.851,2026-06-11T08:50:41.851+0100,1310,4070.617
08:50:46.944,1781164246.944,2026-06-11T08:50:46.944+0100,1290,4075.710
08:50:52.038,1781164252.038,2026-06-11T08:50:52.038+0100,1300,4080.803
08:50:57.131,1781164257.131,2026-06-11T08:50:57.131+0100,1290,4085.896
08:51:02.224,1781164262.224,2026-06-11T08:51:02.224+0100,1290,4090.989
08:51:07.317,1781164267.317,2026-06-11T08:51:07.317+0100,1310,4096.082
08:51:12.410,1781164272.410,2026-06-11T08:51:12.410+0100,1320,4101.175
08:51:17.503,1781164277.503,2026-06-11T08:51:17.503+0100,1340,4106.268
08:51:22.596,1781164282.596,2026-06-11T08:51:22.596+0100,1320,4111.361
08:51:27.689,1781164287.689,2026-06-11T08:51:27.689+0100,1330,4116.454
08:51:32.782,1781164292.782,2026-06-11T08:51:32.782+0100,1330,4121.547
08:51:37.875,1781164297.875,2026-06-11T08:51:37.875+0100,1330,4126.641
08:51:42.968,1781164302.968,2026-06-11T08:51:42.968+0100,1320,4131.734
08:51:48.061,1781164308.061,2026-06-11T08:51:48.061+0100,1320,4136.827
08:51:53.154,1781164313.154,2026-06-11T08:51:53.154+0100,1310,4141.920
08:51:58.247,1781164318.247,2026-06-11T08:51:58.247+0100,1290,4147.013
08:52:03.340,1781164323.340,2026-06-11T08:52:03.340+0100,1330,4152.106
08:52:08.433,1781164328.433,2026-06-11T08:52:08.433+0100,1320,4157.199
08:52:13.526,1781164333.526,2026-06-11T08:52:13.526+0100,1310,4162.292
08:52:18.619,1781164338.619,2026-06-11T08:52:18.619+0100,1300,4167.385
08:52:23.712,1781164343.712,2026-06-11T08:52:23.712+0100,1300,4172.478
08:52:28.805,1781164348.805,2026-06-11T08:52:28.805+0100,1270,4177.571
08:52:33.898,1781164353.898,2026-06-11T08:52:33.898+0100,1290,4182.664
08:52:38.991,1781164358.991,2026-06-11T08:52:38.991+0100,1300,4187.757
08:52:44.084,1781164364.084,2026-06-11T08:52:44.084+0100,1300,4192.850
08:52:49.177,1781164369.177,2026-06-11T08:52:49.177+0100,1300,4197.943
08:52:54.270,1781164374.270,2026-06-11T08:52:54.270+0100,1310,4203.036
08:52:59.363,1781164379.363,2026-06-11T08:52:59.363+0100,1330,4208.129
08:53:04.456,1781164384.456,2026-06-11T08:53:04.456+0100,1320,4213.222
08:53:09.549,1781164389.549,2026-06-11T08:53:09.549+0100,1270,4218.315
08:53:14.642,1781164394.642,2026-06-11T08:53:14.642+0100,1290,4223.408
08:53:19.735,1781164399.735,2026-06-11T08:53:19.735+0100,1300,4228.501
08:53:24.829,1781164404.829,2026-06-11T08:53:24.829+0100,1300,4233.594
08:53:29.922,1781164409.922,2026-06-11T08:53:29.922+0100,1300,4238.687
08:53:35.015,1781164415.015,2026-06-11T08:53:35.015+0100,1300,4243.780
08:53:40.108,1781164420.108,2026-06-11T08:53:40.108+0100,1260,4248.873
08:53:45.201,1781164425.201,2026-06-11T08:53:45.201+0100,1260,4253.966
08:53:50.294,1781164430.294,2026-06-11T08:53:50.294+0100,1280,4259.059
08:53:55.387,1781164435.387,2026-06-11T08:53:55.387+0100,1290,4264.152
08:54:00.480,1781164440.480,2026-06-11T08:54:00.480+0100,1270,4269.245
08:54:05.573,1781164445.573,2026-06-11T08:54:05.573+0100,1290,4274.338
08:54:10.666,1781164450.666,2026-06-11T08:54:10.666+0100,1290,4279.431
08:54:15.759,1781164455.759,2026-06-11T08:54:15.759+0100,1270,4284.524
08:54:20.852,1781164460.852,2026-06-11T08:54:20.852+0100,1250,4289.617
08:54:25.945,1781164465.945,2026-06-11T08:54:25.945+0100,1270,4294.710
08:54:31.038,1781164471.038,2026-06-11T08:54:31.038+0100,1260,4299.804
08:54:36.131,1781164476.131,2026-06-11T08:54:36.131+0100,1270,4304.897
08:54:41.224,1781164481.224,2026-06-11T08:54:41.224+0100,1290,4309.990
08:54:46.317,1781164486.317,2026-06-11T08:54:46.317+0100,1310,4315.083
08:54:51.410,1781164491.410,2026-06-11T08:54:51.410+0100,1320,4320.176
08:54:56.503,1781164496.503,2026-06-11T08:54:56.503+0100,1290,4325.269
08:55:01.596,1781164501.596,2026-06-11T08:55:01.596+0100,1280,4330.362
08:55:06.689,1781164506.689,2026-06-11T08:55:06.689+0100,1280,4335.455
08:55:11.782,1781164511.782,2026-06-11T08:55:11.782+0100,1290,4340.548
08:55:16.875,1781164516.875,2026-06-11T08:55:16.875+0100,1270,4345.641
08:55:21.968,1781164521.968,2026-06-11T08:55:21.968+0100,1280,4350.734
08:55:27.061,1781164527.061,2026-06-11T08:55:27.061+0100,1310,4355.827
08:55:32.154,1781164532.154,2026-06-11T08:55:32.154+0100,1280,4360.920
08:55:37.247,1781164537.247,2026-06-11T08:55:37.247+0100,1280,4366.013
08:55:42.340,1781164542.340,2026-06-11T08:55:42.340+0100,1280,4371.106
08:55:54.627,1781164554.627,2026-06-11T08:55:54.627+0100,,4383.393
