Time,Timestamp,ISO8601,Heart Rate (bpm),Power (watt),Cadence (count/min),Latitude (°),Longitude (°),Elevation (meter),Horizontal accuracy (meter),Vertical accuracy (meter),Distance (meter),Speed (m/s),Stride length (mm),VO (mm),GCT (ms),Lap,Intensity,Since start (second)
08:24:20.234,1781162660.234,2026-06-11T08:24:20.234+0100,156,366,89,51.424861,-0.307262,10.739,1.117678,0.690283,8453.088,4.606,1525,91,223,8,active,2489.000
08:24:21.234,1781162661.234,2026-06-11T08:24:21.234+0100,156,365,89,51.424828,-0.307229,10.729,1.112803,0.690283,8457.330,4.591,1523,91,223,8,active,2490.000
08:24:22.234,1781162662.234,2026-06-11T08:24:22.234+0100,156,365,89,51.424795,-0.307192,10.711,1.115807,0.690283,8461.533,4.590,1521,90,223,8,active,2491.000
08:24:23.234,1781162663.234,2026-06-11T08:24:23.234+0100,156,365,89,51.424761,-0.307153,10.684,1.117514,0.690283,8465.940,4.589,1520,90,222,8,active,2492.000
08:24:24.234,1781162664.234,2026-06-11T08:24:24.234+0100,156,366,90,51.424726,-0.307117,10.647,1.116863,0.690283,8470.866,4.599,1520,89,222,8,active,2493.000
08:24:25.234,1781162665.234,2026-06-11T08:24:25.234+0100,156,366,90,51.424688,-0.307084,10.600,1.108097,0.690283,8475.793,4.611,1520,89,222,8,active,2494.000
08:24:26.234,1781162666.234,2026-06-11T08:24:26.234+0100,156,367,90,51.424650,-0.307055,10.543,1.108027,0.690283,8480.422,4.616,1520,89,222,8,active,2495.000
08:24:27.234,1781162667.234,2026-06-11T08:24:27.234+0100,156,365,90,51.424612,-0.307030,10.477,1.096930,0.690283,8484.945,4.601,1520,89,221,8,active,2496.000
08:24:28.234,1781162668.234,2026-06-11T08:24:28.234+0100,156,364,90,51.424574,-0.307006,10.402,1.090070,0.690283,8489.438,4.586,1519,89,220,8,active,2497.000
08:24:29.234,1781162669.234,2026-06-11T08:24:29.234+0100,156,365,90,51.424537,-0.306982,10.319,1.086705,0.690283,8493.807,4.596,1517,89,220,8,active,2498.000
08:24:30.234,1781162670.234,2026-06-11T08:24:30.234+0100,156,367,90,51.424498,-0.306958,10.228,1.082672,0.690283,8498.177,4.615,1515,89,219,8,active,2499.000
08:24:31.234,1781162671.234,2026-06-11T08:24:31.234+0100,156,368,90,51.424458,-0.306934,10.130,1.080611,0.690283,8502.915,4.631,1514,89,219,8,active,2500.000
08:24:32.234,1781162672.234,2026-06-11T08:24:32.234+0100,156,368,89,51.424419,-0.306909,10.026,1.080214,0.690283,8507.859,4.636,1512,89,219,8,active,2501.000
08:24:33.234,1781162673.234,2026-06-11T08:24:33.234+0100,156,369,89,51.424381,-0.306882,9.916,1.089376,0.690283,8512.655,4.641,,89,219,8,active,2502.000
08:24:34.234,1781162674.234,2026-06-11T08:24:34.234+0100,156,370,88,51.424344,-0.306851,9.802,1.095180,0.690283,8516.042,4.648,,89,219,8,active,2503.000
08:24:35.234,1781162675.234,2026-06-11T08:24:35.234+0100,156,370,88,51.424308,-0.306818,9.685,1.097071,0.690283,8519.430,4.655,,89,219,8,active,2504.000
08:24:36.234,1781162676.234,2026-06-11T08:24:36.234+0100,156,368,87,51.424274,-0.306784,9.565,1.096962,0.690283,8523.955,4.659,,89,219,8,active,2505.000
08:24:37.234,1781162677.234,2026-06-11T08:24:37.234+0100,156,342,87,51.424240,-0.306753,9.444,1.093435,0.690283,8529.417,4.636,,89,219,8,active,2506.000
08:24:38.234,1781162678.234,2026-06-11T08:24:38.234+0100,156,315,88,51.424205,-0.306725,9.323,1.092610,0.690283,8534.876,4.613,,89,219,8,active,2507.000
08:24:39.234,1781162679.234,2026-06-11T08:24:39.234+0100,156,306,88,51.424167,-0.306700,9.202,1.086467,0.690283,8539.010,4.608,,89,219,8,active,2508.000
08:24:40.234,1781162680.234,2026-06-11T08:24:40.234+0100,156,313,89,51.424127,-0.306677,9.084,1.081946,0.690283,8543.145,4.620,,89,219,8,active,2509.000
08:24:41.234,1781162681.234,2026-06-11T08:24:41.234+0100,156,319,89,51.424085,-0.306652,8.968,1.067804,0.690283,8547.998,4.631,,89,219,8,active,2510.000
08:24:42.234,1781162682.234,2026-06-11T08:24:42.234+0100,156,325,90,51.424043,-0.306624,8.856,1.051617,0.690283,8553.710,4.684,,88,218,8,active,2511.000
08:24:43.234,1781162683.234,2026-06-11T08:24:43.234+0100,156,332,91,51.424002,-0.306593,8.748,1.055492,0.690283,8559.423,4.738,1520,88,218,8,active,2512.000
08:24:44.234,1781162684.234,2026-06-11T08:24:44.234+0100,156,335,91,51.423961,-0.306563,8.644,1.049775,0.690283,8564.331,4.765,1528,88,218,8,active,2513.000
08:24:45.234,1781162685.234,2026-06-11T08:24:45.234+0100,156,335,91,51.423921,-0.306536,8.544,1.043633,0.690284,8569.158,4.762,1536,87,217,8,active,2514.000
08:24:46.234,1781162686.234,2026-06-11T08:24:46.234+0100,156,335,91,51.423882,-0.306511,8.448,1.042705,0.690284,8573.944,4.759,1544,87,217,8,active,2515.000
08:24:47.234,1781162687.234,2026-06-11T08:24:47.234+0100,156,334,90,51.423843,-0.306489,8.355,1.044153,0.690285,8578.656,4.749,1551,87,217,8,active,2516.000
08:24:48.234,1781162688.234,2026-06-11T08:24:48.234+0100,155,334,90,51.423804,-0.306467,8.266,1.046945,0.690286,8583.367,4.738,1559,87,217,8,active,2517.000
08:24:49.234,1781162689.234,2026-06-11T08:24:49.234+0100,155,333,90,51.423766,-0.306445,8.181,1.048485,0.690288,8587.497,4.729,1560,88,218,8,active,2518.000
08:24:50.234,1781162690.234,2026-06-11T08:24:50.234+0100,155,333,90,51.423728,-0.306423,8.101,1.044760,0.690288,8591.496,4.724,1560,88,218,8,active,2519.000
08:24:51.234,1781162691.234,2026-06-11T08:24:51.234+0100,155,333,89,51.423689,-0.306400,8.027,1.042649,0.690286,8595.778,4.719,1560,88,218,8,active,2520.000
08:24:52.234,1781162692.234,2026-06-11T08:24:52.234+0100,155,334,90,51.423650,-0.306376,7.959,1.035700,0.690285,8600.829,4.723,1560,89,218,8,active,2521.000
08:24:53.234,1781162693.234,2026-06-11T08:24:53.234+0100,155,334,91,51.423611,-0.306350,7.897,1.032161,0.690284,8605.880,4.729,1560,89,219,8,active,2522.000
08:24:54.234,1781162694.234,2026-06-11T08:24:54.234+0100,155,335,91,51.423572,-0.306324,7.841,1.033668,0.690284,8610.477,4.732,1560,90,219,8,active,2523.000
08:24:55.234,1781162695.234,2026-06-11T08:24:55.234+0100,155,336,92,51.423534,-0.306300,7.792,1.037529,0.690283,8614.900,4.726,1560,91,220,8,active,2524.000
08:24:56.234,1781162696.234,2026-06-11T08:24:56.234+0100,155,337,93,51.423495,-0.306278,7.749,1.041417,0.690283,8619.333,4.719,1560,91,220,8,active,2525.000
08:24:57.234,1781162697.234,2026-06-11T08:24:57.234+0100,155,338,93,51.423457,-0.306258,7.712,1.042551,0.690283,8623.811,4.716,1560,91,220,8,active,2526.000
08:24:58.234,1781162698.234,2026-06-11T08:24:58.234+0100,155,339,94,51.423420,-0.306235,7.682,1.043934,0.690283,8628.290,4.713,1560,91,219,8,active,2527.000
08:24:59.234,1781162699.234,2026-06-11T08:24:59.234+0100,155,340,93,51.423383,-0.306210,7.657,1.043709,0.690283,8632.602,4.710,1561,91,219,8,active,2528.000
08:25:00.234,1781162700.234,2026-06-11T08:25:00.234+0100,155,341,92,51.423346,-0.306183,7.637,1.040582,0.690283,8636.815,4.702,1563,91,218,8,active,2529.000
08:25:01.234,1781162701.234,2026-06-11T08:25:01.234+0100,155,342,91,51.423309,-0.306157,7.618,1.038187,0.690283,8641.107,4.693,1565,91,,8,active,2530.000
08:25:02.234,1781162702.234,2026-06-11T08:25:02.234+0100,155,343,90,51.423270,-0.306133,7.601,1.033560,0.690283,8646.270,4.697,1567,91,,8,active,2531.000
08:25:03.234,1781162703.234,2026-06-11T08:25:03.234+0100,155,345,89,51.423231,-0.306112,7.583,1.029578,0.690283,8651.433,4.707,1569,90,,8,active,2532.000
08:25:04.234,1781162704.234,2026-06-11T08:25:04.234+0100,155,347,88,51.423193,-0.306092,7.562,1.024971,0.690283,8655.957,4.718,1566,90,,8,active,2533.000
08:25:05.234,1781162705.234,2026-06-11T08:25:05.234+0100,156,349,87,51.423154,-0.306073,7.551,1.020799,0.690337,8659.929,4.727,1560,89,,8,active,2534.000
08:25:06.234,1781162706.234,2026-06-11T08:25:06.234+0100,155,350,87,51.423115,-0.306054,7.539,1.018025,0.689968,8663.901,4.737,1555,,,8,active,2535.000
08:25:07.234,1781162707.234,2026-06-11T08:25:07.234+0100,155,350,87,51.423077,-0.306034,7.526,1.016160,0.688632,8668.446,4.730,1549,,,8,active,2536.000
08:25:08.234,1781162708.234,2026-06-11T08:25:08.234+0100,155,349,87,51.423039,-0.306012,7.512,1.015319,0.685451,8672.997,4.709,1543,,,8,active,2537.000
08:25:09.234,1781162709.234,2026-06-11T08:25:09.234+0100,155,348,87,51.423002,-0.305991,7.497,1.013731,0.679410,8677.504,4.688,1540,,,9,recovery,2538.000
08:25:10.234,1781162710.234,2026-06-11T08:25:10.234+0100,155,347,87,51.422966,-0.305970,7.473,1.003935,0.670141,8681.956,4.674,1540,,,9,recovery,2539.000
08:25:11.234,1781162711.234,2026-06-11T08:25:11.234+0100,155,346,86,51.422931,-0.305951,7.433,0.975390,0.659904,8686.408,4.659,1540,,219,9,recovery,2540.000
08:25:12.234,1781162712.234,2026-06-11T08:25:12.234+0100,155,343,86,51.422897,-0.305934,7.363,0.925834,0.657450,8689.629,4.608,1540,,219,9,recovery,2541.000
08:25:13.234,1781162713.234,2026-06-11T08:25:13.234+0100,156,336,84,51.422867,-0.305919,7.336,1.001985,0.690913,8692.709,4.510,1540,,219,9,recovery,2542.000
08:25:14.234,1781162714.234,2026-06-11T08:25:14.234+0100,156,329,83,51.422840,-0.305908,7.213,0.929413,0.649590,8695.746,4.412,1540,,219,9,recovery,2543.000
08:25:15.234,1781162715.234,2026-06-11T08:25:15.234+0100,155,290,81,51.422814,-0.305897,7.148,0.963771,0.647511,8698.705,3.915,1540,,219,9,recovery,2544.000
08:25:16.234,1781162716.234,2026-06-11T08:25:16.234+0100,155,248,79,51.422790,-0.305886,7.123,0.985744,0.659341,8701.664,3.371,1540,89,219,9,recovery,2545.000
08:25:17.234,1781162717.234,2026-06-11T08:25:17.234+0100,155,221,77,51.422767,-0.305875,7.125,0.996978,0.671941,8704.390,3.013,1540,91,229,9,recovery,2546.000
08:25:18.234,1781162718.234,2026-06-11T08:25:18.234+0100,155,220,75,51.422744,-0.305862,7.146,1.003578,0.681022,8707.059,2.997,1540,93,240,9,recovery,2547.000
08:25:19.234,1781162719.234,2026-06-11T08:25:19.234+0100,156,219,73,51.422720,-0.305848,7.177,1.004407,0.686367,8709.864,2.981,1512,94,252,9,recovery,2548.000
08:25:20.234,1781162720.234,2026-06-11T08:25:20.234+0100,156,221,74,51.422695,-0.305835,7.214,1.003685,0.689032,8713.063,2.995,1431,96,263,9,recovery,2549.000
08:25:21.234,1781162721.234,2026-06-11T08:25:21.234+0100,156,223,75,51.422668,-0.305821,7.252,1.005640,0.690128,8716.262,3.015,1351,98,274,9,recovery,2550.000
08:25:22.234,1781162722.234,2026-06-11T08:25:22.234+0100,155,226,75,51.422641,-0.305806,7.287,1.006543,0.690452,8719.291,3.037,1270,99,274,9,recovery,2551.000
08:25:23.234,1781162723.234,2026-06-11T08:25:23.234+0100,154,228,76,51.422615,-0.305787,7.318,1.008533,0.690468,8722.253,3.065,1190,99,271,9,recovery,2552.000
08:25:24.234,1781162724.234,2026-06-11T08:25:24.234+0100,154,231,76,51.422588,-0.305766,7.344,1.011389,0.690400,8725.221,3.093,1132,100,269,9,recovery,2553.000
08:25:25.234,1781162725.234,2026-06-11T08:25:25.234+0100,154,233,77,51.422562,-0.305745,7.363,1.017289,0.690336,8728.223,3.108,1137,101,266,9,recovery,2554.000
08:25:26.234,1781162726.234,2026-06-11T08:25:26.234+0100,154,235,78,51.422535,-0.305725,7.376,1.021497,0.690297,8731.226,3.119,1143,102,264,9,recovery,2555.000
08:25:27.234,1781162727.234,2026-06-11T08:25:27.234+0100,154,236,78,51.422506,-0.305707,7.384,1.026614,0.690279,8734.632,3.132,1149,102,263,9,recovery,2556.000
08:25:28.234,1781162728.234,2026-06-11T08:25:28.234+0100,153,239,79,51.422477,-0.305691,7.386,1.025650,0.690274,8738.288,3.159,1155,102,263,9,recovery,2557.000
08:25:29.234,1781162729.234,2026-06-11T08:25:29.234+0100,153,242,80,51.422447,-0.305676,7.383,1.025913,0.690275,8741.924,3.186,1161,101,263,9,recovery,2558.000
08:25:30.234,1781162730.234,2026-06-11T08:25:30.234+0100,153,244,80,51.422418,-0.305662,7.373,1.023490,0.690277,8745.318,3.212,1169,101,263,9,recovery,2559.000
08:25:31.234,1781162731.234,2026-06-11T08:25:31.234+0100,153,247,81,51.422388,-0.305648,7.357,1.021326,0.690280,8748.711,3.237,1177,101,263,9,recovery,2560.000
08:25:32.234,1781162732.234,2026-06-11T08:25:32.234+0100,153,249,81,51.422359,-0.305636,7.334,1.027215,0.690281,8751.957,3.263,1185,101,262,9,recovery,2561.000
08:25:33.234,1781162733.234,2026-06-11T08:25:33.234+0100,153,251,82,51.422328,-0.305627,7.306,1.032770,0.690282,8755.070,3.288,1193,101,261,9,recovery,2562.000
08:25:34.234,1781162734.234,2026-06-11T08:25:34.234+0100,152,253,82,51.422299,-0.305619,7.274,1.037588,0.690283,8758.184,3.313,1200,101,259,9,recovery,2563.000
08:25:35.234,1781162735.234,2026-06-11T08:25:35.234+0100,152,255,82,51.422269,-0.305609,7.240,1.043488,0.690283,8761.726,3.333,1206,101,258,9,recovery,2564.000
08:25:36.234,1781162736.234,2026-06-11T08:25:36.234+0100,152,256,82,51.422239,-0.305595,7.205,1.043374,0.690283,8765.278,3.348,1212,101,257,9,recovery,2565.000
08:25:37.234,1781162737.234,2026-06-11T08:25:37.234+0100,152,258,82,51.422210,-0.305577,7.173,1.044290,0.690283,8768.704,3.363,1218,101,256,9,recovery,2566.000
08:25:38.234,1781162738.234,2026-06-11T08:25:38.234+0100,151,258,82,51.422181,-0.305561,7.144,1.045271,0.690283,8771.963,3.366,1224,102,257,9,recovery,2567.000
08:25:39.234,1781162739.234,2026-06-11T08:25:39.234+0100,151,259,82,51.422152,-0.305548,7.119,1.046659,0.690283,8775.223,3.369,1230,102,258,9,recovery,2568.000
08:25:40.234,1781162740.234,2026-06-11T08:25:40.234+0100,151,259,82,51.422123,-0.305537,7.099,1.045816,0.690283,8778.588,3.374,1228,102,259,9,recovery,2569.000
08:25:41.234,1781162741.234,2026-06-11T08:25:41.234+0100,150,260,83,51.422094,-0.305528,7.085,1.044601,0.690283,8781.967,3.380,1226,103,260,9,recovery,2570.000
08:25:42.234,1781162742.234,2026-06-11T08:25:42.234+0100,150,260,83,51.422065,-0.305520,7.075,1.039308,0.690283,8785.321,3.386,1224,103,259,9,recovery,2571.000
08:25:43.234,1781162743.234,2026-06-11T08:25:43.234+0100,150,261,84,51.422034,-0.305512,7.070,1.034671,0.690283,8788.629,3.391,1222,102,258,9,recovery,2572.000
08:25:44.234,1781162744.234,2026-06-11T08:25:44.234+0100,150,261,84,51.422005,-0.305503,7.068,1.032110,0.690283,8791.937,3.397,1220,101,256,9,recovery,2573.000
08:25:45.234,1781162745.234,2026-06-11T08:25:45.234+0100,149,263,85,51.421974,-0.305493,7.068,1.030745,0.690283,8795.998,3.406,1223,100,255,9,recovery,2574.000
08:25:46.234,1781162746.234,2026-06-11T08:25:46.234+0100,149,264,86,51.421943,-0.305482,7.071,1.026065,0.690283,8800.255,3.425,1227,99,253,9,recovery,2575.000
08:25:47.234,1781162747.234,2026-06-11T08:25:47.234+0100,149,266,86,51.421913,-0.305470,7.073,1.025536,0.690283,8804.276,3.443,1231,99,252,9,recovery,2576.000
08:25:48.234,1781162748.234,2026-06-11T08:25:48.234+0100,149,266,86,51.421882,-0.305455,7.074,1.025515,0.690283,8807.572,3.451,1235,99,253,9,recovery,2577.000
08:25:49.234,1781162749.234,2026-06-11T08:25:49.234+0100,149,267,85,51.421852,-0.305440,7.074,1.027204,0.690283,8810.869,3.457,1239,99,254,9,recovery,2578.000
08:25:50.234,1781162750.234,2026-06-11T08:25:50.234+0100,148,267,84,51.421824,-0.305423,7.074,1.026835,0.690283,8813.989,3.458,1240,99,255,9,recovery,2579.000
08:25:51.234,1781162751.234,2026-06-11T08:25:51.234+0100,148,266,84,51.421796,-0.305408,7.074,1.026757,0.690283,8817.033,3.443,1240,99,256,9,recovery,2580.000
08:25:52.234,1781162752.234,2026-06-11T08:25:52.234+0100,148,265,83,51.421768,-0.305394,7.075,1.025099,0.690283,8820.163,3.428,1240,99,257,9,recovery,2581.000
08:25:53.234,1781162753.234,2026-06-11T08:25:53.234+0100,148,266,83,51.421740,-0.305381,7.080,1.020132,0.690283,8823.762,3.429,1240,99,256,9,recovery,2582.000
08:25:54.234,1781162754.234,2026-06-11T08:25:54.234+0100,147,266,82,51.421710,-0.305367,7.087,1.019778,0.690283,8827.361,3.437,1240,99,256,9,recovery,2583.000
08:25:55.234,1781162755.234,2026-06-11T08:25:55.234+0100,147,267,82,51.421679,-0.305351,7.099,1.016788,0.690283,8830.942,3.446,1243,98,255,9,recovery,2584.000
08:25:56.234,1781162756.234,2026-06-11T08:25:56.234+0100,147,268,82,51.421647,-0.305335,7.113,1.018798,0.690283,8834.511,3.463,1247,98,254,9,recovery,2585.000
08:25:57.234,1781162757.234,2026-06-11T08:25:57.234+0100,147,270,82,51.421615,-0.305319,7.129,1.020918,0.690283,8838.086,3.479,1251,98,254,9,recovery,2586.000
08:25:58.234,1781162758.234,2026-06-11T08:25:58.234+0100,147,270,82,51.421583,-0.305305,7.146,1.026091,0.690283,8841.746,3.490,1255,98,254,9,recovery,2587.000
08:25:59.234,1781162759.234,2026-06-11T08:25:59.234+0100,146,271,82,51.421551,-0.305291,7.163,1.032986,0.690283,8845.405,3.496,1258,99,254,9,recovery,2588.000
08:26:00.234,1781162760.234,2026-06-11T08:26:00.234+0100,146,272,82,51.421520,-0.305276,7.179,1.043053,0.690283,8848.984,3.502,1262,99,255,9,recovery,2589.000
08:26:01.234,1781162761.234,2026-06-11T08:26:01.234+0100,146,273,82,51.421490,-0.305259,7.195,1.056580,0.690283,8852.485,3.508,1266,100,255,9,recovery,2590.000
08:26:02.234,1781162762.234,2026-06-11T08:26:02.234+0100,146,274,82,51.421460,-0.305242,7.208,1.071179,0.690283,8855.987,3.514,1270,100,255,9,recovery,2591.000
08:26:03.234,1781162763.234,2026-06-11T08:26:03.234+0100,145,274,82,51.421430,-0.305224,7.219,1.083973,0.690283,8859.398,3.522,1274,100,255,9,recovery,2592.000
08:26:04.234,1781162764.234,2026-06-11T08:26:04.234+0100,145,275,82,51.421400,-0.305208,7.228,1.091690,0.690283,8862.806,3.532,1278,100,254,9,recovery,2593.000
08:26:05.234,1781162765.234,2026-06-11T08:26:05.234+0100,145,276,82,51.421369,-0.305194,7.234,1.099063,0.690283,8866.211,3.543,1277,101,254,9,recovery,2594.000
08:26:06.234,1781162766.234,2026-06-11T08:26:06.234+0100,144,276,82,51.421340,-0.305181,7.239,1.105224,0.690283,8869.613,3.538,1271,101,253,9,recovery,2595.000
08:26:07.234,1781162767.234,2026-06-11T08:26:07.234+0100,144,276,82,51.421310,-0.305169,7.242,1.104037,0.690283,8873.015,3.534,1265,101,253,9,recovery,2596.000
08:26:08.234,1781162768.234,2026-06-11T08:26:08.234+0100,144,276,82,51.421281,-0.305155,7.245,1.104042,0.690283,8876.245,3.526,1259,101,254,9,recovery,2597.000
08:26:09.234,1781162769.234,2026-06-11T08:26:09.234+0100,144,275,81,51.421253,-0.305141,7.246,1.103608,0.690283,8879.451,3.514,1253,101,255,9,recovery,2598.000
08:26:10.234,1781162770.234,2026-06-11T08:26:10.234+0100,143,274,81,51.421225,-0.305129,7.247,1.102886,0.690283,8882.763,3.502,,100,257,9,recovery,2599.000
08:26:11.234,1781162771.234,2026-06-11T08:26:11.234+0100,143,274,80,51.421197,-0.305115,7.246,1.099078,0.690283,8886.293,3.502,,100,258,9,recovery,2600.000
08:26:12.234,1781162772.234,2026-06-11T08:26:12.234+0100,143,274,79,51.421168,-0.305101,7.245,1.099615,0.690283,8889.822,3.503,,100,259,9,recovery,2601.000
08:26:13.234,1781162773.234,2026-06-11T08:26:13.234+0100,143,275,79,51.421137,-0.305087,7.243,1.097173,0.690283,8893.103,3.508,,100,259,9,recovery,2602.000
08:26:14.234,1781162774.234,2026-06-11T08:26:14.234+0100,143,276,78,51.421106,-0.305073,7.242,1.094915,0.690283,8896.314,3.522,,100,258,9,recovery,2603.000
08:26:15.234,1781162775.234,2026-06-11T08:26:15.234+0100,142,278,77,51.421076,-0.305061,7.241,1.091760,0.690283,8899.622,3.536,,100,258,9,recovery,2604.000
08:26:16.234,1781162776.234,2026-06-11T08:26:16.234+0100,142,276,77,51.421046,-0.305049,7.242,1.086354,0.690283,8903.241,3.521,,100,257,9,recovery,2605.000
08:26:17.234,1781162777.234,2026-06-11T08:26:17.234+0100,142,275,78,51.421017,-0.305040,7.245,1.084656,0.690283,8906.860,3.499,,100,257,9,recovery,2606.000
08:26:18.234,1781162778.234,2026-06-11T08:26:18.234+0100,142,273,78,51.420988,-0.305033,7.251,1.080945,0.690283,8910.340,3.480,,100,257,9,recovery,2607.000
08:26:19.234,1781162779.234,2026-06-11T08:26:19.234+0100,142,273,78,51.420958,-0.305029,7.260,1.074393,0.690283,8913.757,3.476,,100,257,9,recovery,2608.000
08:26:20.234,1781162780.234,2026-06-11T08:26:20.234+0100,141,273,78,51.420928,-0.305024,7.271,1.070508,0.690283,8917.172,3.471,1230,100,257,9,recovery,2609.000
08:26:21.234,1781162781.234,2026-06-11T08:26:21.234+0100,141,273,78,51.420898,-0.305017,7.286,1.066645,0.690283,8920.578,3.470,1236,100,257,9,recovery,2610.000
08:26:22.234,1781162782.234,2026-06-11T08:26:22.234+0100,141,273,78,51.420868,-0.305008,7.302,1.063931,0.690283,8923.983,3.471,1242,100,257,9,recovery,2611.000
08:26:23.234,1781162783.234,2026-06-11T08:26:23.234+0100,141,273,79,51.420837,-0.305001,7.321,1.062744,0.690283,8927.477,3.472,1248,99,258,9,recovery,2612.000
08:26:24.234,1781162784.234,2026-06-11T08:26:24.234+0100,140,274,80,51.420806,-0.304995,7.341,1.063041,0.690283,8931.032,3.478,1254,99,260,9,recovery,2613.000
08:26:25.234,1781162785.234,2026-06-11T08:26:25.234+0100,140,275,81,51.420775,-0.304990,7.362,1.066473,0.690283,8934.579,3.483,1259,98,261,9,recovery,2614.000
08:26:26.234,1781162786.234,2026-06-11T08:26:26.234+0100,140,276,82,51.420744,-0.304984,7.384,1.067130,0.690283,8937.973,3.497,1262,97,263,9,recovery,2615.000
08:26:27.234,1781162787.234,2026-06-11T08:26:27.234+0100,140,278,83,51.420712,-0.304974,7.406,1.065553,0.690283,8941.368,3.516,1264,96,264,9,recovery,2616.000
08:26:28.234,1781162788.234,2026-06-11T08:26:28.234+0100,139,279,83,51.420681,-0.304959,7.429,1.065204,0.690283,8945.265,3.534,1266,96,264,9,recovery,2617.000
08:26:29.234,1781162789.234,2026-06-11T08:26:29.234+0100,139,281,84,51.420649,-0.304941,7.452,1.068374,0.690283,8949.660,3.555,1268,97,263,9,recovery,2618.000
08:26:30.234,1781162790.234,2026-06-11T08:26:30.234+0100,139,282,84,51.420617,-0.304923,7.475,1.070755,0.690283,8954.054,3.576,1270,97,262,9,recovery,2619.000
08:26:31.234,1781162791.234,2026-06-11T08:26:31.234+0100,139,283,84,51.420585,-0.304907,7.497,1.074640,0.690283,8957.192,3.588,1275,97,261,9,recovery,2620.000
08:26:32.234,1781162792.234,2026-06-11T08:26:32.234+0100,139,284,84,51.420553,-0.304896,7.518,1.076399,0.690283,8960.271,3.591,1281,98,260,9,recovery,2621.000
08:26:33.234,1781162793.234,2026-06-11T08:26:33.234+0100,139,284,84,51.420522,-0.304889,7.538,1.075792,0.690283,8963.551,3.595,1287,98,258,9,recovery,2622.000
08:26:34.234,1781162794.234,2026-06-11T08:26:34.234+0100,139,284,84,51.420492,-0.304887,7.557,1.073713,0.690283,8967.120,3.593,1292,99,257,9,recovery,2623.000
08:26:35.234,1781162795.234,2026-06-11T08:26:35.234+0100,139,284,84,51.420462,-0.304888,7.575,1.071350,0.690283,8970.689,3.592,1298,100,256,9,recovery,2624.000
08:26:36.234,1781162796.234,2026-06-11T08:26:36.234+0100,138,285,84,51.420430,-0.304890,7.590,1.071405,0.690283,8974.486,3.596,1303,100,254,9,recovery,2625.000
08:26:37.234,1781162797.234,2026-06-11T08:26:37.234+0100,138,286,84,51.420398,-0.304898,7.603,1.071296,0.690283,8978.319,3.610,1307,101,253,9,recovery,2626.000
08:26:38.234,1781162798.234,2026-06-11T08:26:38.234+0100,138,288,83,51.420366,-0.304915,7.612,1.067830,0.690283,8982.132,3.623,1311,101,252,9,recovery,2627.000
08:26:39.234,1781162799.234,2026-06-11T08:26:39.234+0100,138,290,83,51.420338,-0.304945,7.616,1.064579,0.690283,8985.900,3.643,1315,102,251,9,recovery,2628.000
08:26:40.234,1781162800.234,2026-06-11T08:26:40.234+0100,138,292,83,51.420313,-0.304986,7.615,1.065559,0.690283,8989.669,3.664,1319,102,250,9,recovery,2629.000
08:26:41.234,1781162801.234,2026-06-11T08:26:41.234+0100,138,293,83,51.420290,-0.305027,7.607,1.067271,0.690282,8992.992,3.676,1319,102,249,9,recovery,2630.000
08:26:42.234,1781162802.234,2026-06-11T08:26:42.234+0100,137,292,82,51.420265,-0.305061,7.593,1.069901,0.690283,8996.182,3.669,1317,103,248,9,recovery,2631.000
08:26:43.234,1781162803.234,2026-06-11T08:26:43.234+0100,137,292,82,51.420238,-0.305086,7.574,1.067264,0.690283,8999.436,3.663,1315,103,247,9,recovery,2632.000
08:26:44.234,1781162804.234,2026-06-11T08:26:44.234+0100,137,292,82,51.420209,-0.305104,7.551,1.066665,0.690283,9002.914,3.655,1313,103,248,9,recovery,2633.000
08:26:45.234,1781162805.234,2026-06-11T08:26:45.234+0100,137,291,82,51.420178,-0.305120,7.527,1.069275,0.690283,9006.393,3.647,1311,103,248,9,recovery,2634.000
08:26:46.234,1781162806.234,2026-06-11T08:26:46.234+0100,137,291,82,51.420148,-0.305135,7.503,1.076549,0.690283,9009.970,3.641,1310,102,249,9,recovery,2635.000
08:26:47.234,1781162807.234,2026-06-11T08:26:47.234+0100,137,291,82,51.420116,-0.305149,7.480,1.084705,0.690283,9013.594,3.645,1310,102,250,9,recovery,2636.000
08:26:48.234,1781162808.234,2026-06-11T08:26:48.234+0100,137,292,82,51.420086,-0.305167,7.459,1.094427,0.690283,9017.190,3.649,1310,102,,9,recovery,2637.000
08:26:49.234,1781162809.234,2026-06-11T08:26:49.234+0100,137,292,82,51.420059,-0.305189,7.441,1.092189,0.690283,9020.595,3.652,1310,101,,9,recovery,2638.000
08:26:50.234,1781162810.234,2026-06-11T08:26:50.234+0100,137,292,82,51.420031,-0.305214,7.425,1.092103,0.690283,9024.000,3.654,1310,101,,9,recovery,2639.000
08:26:51.234,1781162811.234,2026-06-11T08:26:51.234+0100,137,292,82,51.420003,-0.305240,7.410,1.088910,0.690284,9027.660,3.658,1307,101,,9,recovery,2640.000
08:26:52.234,1781162812.234,2026-06-11T08:26:52.234+0100,137,293,82,51.419972,-0.305266,7.397,1.086573,0.690284,9031.501,3.668,1302,100,,9,recovery,2641.000
08:26:53.234,1781162813.234,2026-06-11T08:26:53.234+0100,137,294,82,51.419942,-0.305290,7.383,1.088935,0.690285,9035.334,3.679,1296,,,9,recovery,2642.000
