Date,Timestamp,ISO8601,Power (watt),Cumulative Distance (meter),Since start (second)
07:42:51.234,1781160171.234,2026-06-11T07:42:51.234+0100,,,0.000
07:42:54.895,1781160174.895,2026-06-11T07:42:54.895+0100,181,10,3.660
07:42:57.442,1781160177.442,2026-06-11T07:42:57.442+0100,244,16,6.208
07:42:59.989,1781160179.989,2026-06-11T07:42:59.989+0100,251,26,8.755
07:43:02.536,1781160182.536,2026-06-11T07:43:02.536+0100,261,34,11.302
07:43:05.084,1781160185.084,2026-06-11T07:43:05.084+0100,259,44,13.849
07:43:07.631,1781160187.631,2026-06-11T07:43:07.631+0100,259,51,16.396
07:43:10.178,1781160190.178,2026-06-11T07:43:10.178+0100,261,61,18.944
07:43:12.725,1781160192.725,2026-06-11T07:43:12.725+0100,261,68,21.491
07:43:15.272,1781160195.272,2026-06-11T07:43:15.272+0100,255,77,24.038
07:43:17.820,1781160197.820,2026-06-11T07:43:17.820+0100,246,85,26.585
07:43:20.367,1781160200.367,2026-06-11T07:43:20.367+0100,245,92,29.132
07:43:22.914,1781160202.914,2026-06-11T07:43:22.914+0100,247,102,31.680
07:43:25.461,1781160205.461,2026-06-11T07:43:25.461+0100,246,108,34.227
07:43:28.008,1781160208.008,2026-06-11T07:43:28.008+0100,241,117,36.774
07:43:30.555,1781160210.555,2026-06-11T07:43:30.555+0100,239,122,39.321
07:43:33.103,1781160213.103,2026-06-11T07:43:33.103+0100,243,133,41.868
07:43:35.650,1781160215.650,2026-06-11T07:43:35.650+0100,246,140,44.415
07:43:38.197,1781160218.197,2026-06-11T07:43:38.197+0100,249,150,46.963
07:43:40.744,1781160220.744,2026-06-11T07:43:40.744+0100,251,160,49.510
07:43:43.291,1781160223.291,2026-06-11T07:43:43.291+0100,254,166,52.057
07:43:45.838,1781160225.838,2026-06-11T07:43:45.838+0100,258,178,54.604
07:43:48.385,1781160228.385,2026-06-11T07:43:48.385+0100,256,184,57.151
07:43:50.933,1781160230.933,2026-06-11T07:43:50.933+0100,257,194,59.698
07:43:53.480,1781160233.480,2026-06-11T07:43:53.480+0100,258,200,62.245
07:43:56.027,1781160236.027,2026-06-11T07:43:56.027+0100,254,210,64.793
07:43:58.574,1781160238.574,2026-06-11T07:43:58.574+0100,256,216,67.340
07:44:01.121,1781160241.121,2026-06-11T07:44:01.121+0100,254,225,69.887
07:44:03.668,1781160243.668,2026-06-11T07:44:03.668+0100,257,232,72.434
07:44:06.215,1781160246.215,2026-06-11T07:44:06.215+0100,259,243,74.981
07:44:08.762,1781160248.762,2026-06-11T07:44:08.762+0100,259,253,77.528
07:44:11.310,1781160251.310,2026-06-11T07:44:11.310+0100,261,260,80.075
07:44:13.857,1781160253.857,2026-06-11T07:44:13.857+0100,261,270,82.622
07:44:16.404,1781160256.404,2026-06-11T07:44:16.404+0100,261,275,85.169
07:44:18.951,1781160258.951,2026-06-11T07:44:18.951+0100,264,286,87.717
07:44:21.498,1781160261.498,2026-06-11T07:44:21.498+0100,268,293,90.264
07:44:24.045,1781160264.045,2026-06-11T07:44:24.045+0100,268,303,92.811
07:44:26.592,1781160266.592,2026-06-11T07:44:26.592+0100,267,309,95.358
07:44:29.139,1781160269.139,2026-06-11T07:44:29.139+0100,268,320,97.905
07:44:31.686,1781160271.686,2026-06-11T07:44:31.686+0100,267,327,100.452
07:44:34.233,1781160274.233,2026-06-11T07:44:34.233+0100,268,337,102.999
07:44:36.781,1781160276.781,2026-06-11T07:44:36.781+0100,268,346,105.546
07:44:39.328,1781160279.328,2026-06-11T07:44:39.328+0100,269,353,108.093
07:44:41.875,1781160281.875,2026-06-11T07:44:41.875+0100,269,363,110.640
07:44:44.422,1781160284.422,2026-06-11T07:44:44.422+0100,268,369,113.187
07:44:46.969,1781160286.969,2026-06-11T07:44:46.969+0100,274,381,115.735
07:44:49.516,1781160289.516,2026-06-11T07:44:49.516+0100,273,388,118.282
07:44:52.063,1781160292.063,2026-06-11T07:44:52.063+0100,272,398,120.829
07:44:54.610,1781160294.610,2026-06-11T07:44:54.610+0100,272,405,123.376
07:44:57.157,1781160297.157,2026-06-11T07:44:57.157+0100,273,416,125.923
07:44:59.704,1781160299.704,2026-06-11T07:44:59.704+0100,273,421,128.470
07:45:02.251,1781160302.251,2026-06-11T07:45:02.251+0100,272,431,131.017
07:45:04.798,1781160304.798,2026-06-11T07:45:04.798+0100,273,442,133.564
07:45:07.345,1781160307.345,2026-06-11T07:45:07.345+0100,272,448,136.111
07:45:09.892,1781160309.892,2026-06-11T07:45:09.892+0100,278,460,138.658
07:45:12.439,1781160312.439,2026-06-11T07:45:12.439+0100,279,467,141.205
07:45:14.986,1781160314.986,2026-06-11T07:45:14.986+0100,279,478,143.752
07:45:17.533,1781160317.533,2026-06-11T07:45:17.533+0100,278,485,146.299
07:45:20.080,1781160320.080,2026-06-11T07:45:20.080+0100,279,495,148.846
07:45:22.627,1781160322.627,2026-06-11T07:45:22.627+0100,277,501,151.393
07:45:25.174,1781160325.174,2026-06-11T07:45:25.174+0100,279,512,153.940
07:45:27.721,1781160327.721,2026-06-11T07:45:27.721+0100,280,519,156.487
07:45:30.268,1781160330.268,2026-06-11T07:45:30.268+0100,278,530,159.034
07:45:32.815,1781160332.815,2026-06-11T07:45:32.815+0100,279,541,161.581
07:45:35.362,1781160335.362,2026-06-11T07:45:35.362+0100,276,548,164.128
07:45:37.909,1781160337.909,2026-06-11T07:45:37.909+0100,272,556,166.675
07:45:40.456,1781160340.456,2026-06-11T07:45:40.456+0100,259,561,169.222
07:45:43.003,1781160343.003,2026-06-11T07:45:43.003+0100,200,567,171.769
07:45:45.550,1781160345.550,2026-06-11T07:45:45.550+0100,221,573,174.316
07:45:48.097,1781160348.097,2026-06-11T07:45:48.097+0100,220,579,176.863
07:45:50.644,1781160350.644,2026-06-11T07:45:50.644+0100,260,586,179.410
07:45:53.191,1781160353.191,2026-06-11T07:45:53.191+0100,260,596,181.957
07:45:55.738,1781160355.738,2026-06-11T07:45:55.738+0100,247,605,184.504
07:45:58.285,1781160358.285,2026-06-11T07:45:58.285+0100,245,610,187.051
07:46:00.832,1781160360.832,2026-06-11T07:46:00.832+0100,244,618,189.598
07:46:03.379,1781160363.379,2026-06-11T07:46:03.379+0100,248,626,192.145
07:46:05.926,1781160365.926,2026-06-11T07:46:05.926+0100,251,637,194.692
07:46:08.473,1781160368.473,2026-06-11T07:46:08.473+0100,250,643,197.239
07:46:11.020,1781160371.020,2026-06-11T07:46:11.020+0100,254,653,199.786
07:46:13.567,1781160373.567,2026-06-11T07:46:13.567+0100,253,659,202.333
07:46:16.114,1781160376.114,2026-06-11T07:46:16.114+0100,252,669,204.880
07:46:18.661,1781160378.661,2026-06-11T07:46:18.661+0100,248,675,207.427
07:46:21.208,1781160381.208,2026-06-11T07:46:21.208+0100,246,684,209.974
07:46:23.755,1781160383.755,2026-06-11T07:46:23.755+0100,244,692,212.521
07:46:26.302,1781160386.302,2026-06-11T07:46:26.302+0100,245,699,215.068
07:46:28.849,1781160388.849,2026-06-11T07:46:28.849+0100,248,710,217.615
07:46:31.396,1781160391.396,2026-06-11T07:46:31.396+0100,249,717,220.162
07:46:33.943,1781160393.943,2026-06-11T07:46:33.943+0100,248,726,222.709
07:46:36.490,1781160396.490,2026-06-11T07:46:36.490+0100,249,733,225.256
07:46:39.037,1781160399.037,2026-06-11T07:46:39.037+0100,252,744,227.803
07:46:41.584,1781160401.584,2026-06-11T07:46:41.584+0100,250,749,230.350
07:46:44.131,1781160404.131,2026-06-11T07:46:44.131+0100,248,757,232.897
07:46:46.678,1781160406.678,2026-06-11T07:46:46.678+0100,247,763,235.444
07:46:49.225,1781160409.225,2026-06-11T07:46:49.225+0100,245,773,237.991
07:46:51.772,1781160411.772,2026-06-11T07:46:51.772+0100,249,784,240.537
07:46:54.319,1781160414.319,2026-06-11T07:46:54.319+0100,251,791,243.084
07:46:56.866,1781160416.866,2026-06-11T07:46:56.866+0100,253,802,245.631
07:46:59.413,1781160419.413,2026-06-11T07:46:59.413+0100,258,811,248.178
07:47:01.960,1781160421.960,2026-06-11T07:47:01.960+0100,247,817,250.725
07:47:04.506,1781160424.506,2026-06-11T07:47:04.506+0100,249,823,253.272
07:47:07.053,1781160427.053,2026-06-11T07:47:07.053+0100,254,834,255.819
07:47:09.600,1781160429.600,2026-06-11T07:47:09.600+0100,254,840,258.366
07:47:12.147,1781160432.147,2026-06-11T07:47:12.147+0100,256,850,260.913
07:47:14.694,1781160434.694,2026-06-11T07:47:14.694+0100,258,857,263.460
07:47:17.241,1781160437.241,2026-06-11T07:47:17.241+0100,258,867,266.007
07:47:19.788,1781160439.788,2026-06-11T07:47:19.788+0100,259,876,268.554
07:47:22.335,1781160442.335,2026-06-11T07:47:22.335+0100,261,883,271.101
07:47:24.882,1781160444.882,2026-06-11T07:47:24.882+0100,264,893,273.648
07:47:27.429,1781160447.429,2026-06-11T07:47:27.429+0100,266,899,276.195
07:50:00.246,1781160600.246,2026-06-11T07:50:00.246+0100,137,916,429.012
07:50:02.793,1781160602.793,2026-06-11T07:50:02.793+0100,180,925,431.559
07:50:05.340,1781160605.340,2026-06-11T07:50:05.340+0100,193,931,434.106
07:50:07.887,1781160607.887,2026-06-11T07:50:07.887+0100,219,942,436.653
07:50:10.434,1781160610.434,2026-06-11T07:50:10.434+0100,279,949,439.200
07:50:12.981,1781160612.981,2026-06-11T07:50:12.981+0100,293,961,441.747
07:50:15.528,1781160615.528,2026-06-11T07:50:15.528+0100,292,968,444.293
07:50:18.075,1781160618.075,2026-06-11T07:50:18.075+0100,290,977,446.840
07:50:20.622,1781160620.622,2026-06-11T07:50:20.622+0100,283,983,449.387
07:50:23.169,1781160623.169,2026-06-11T07:50:23.169+0100,281,992,451.934
07:50:25.716,1781160625.716,2026-06-11T07:50:25.716+0100,284,1000,454.481
07:50:28.263,1781160628.263,2026-06-11T07:50:28.263+0100,285,1011,457.028
07:50:30.809,1781160630.809,2026-06-11T07:50:30.809+0100,287,1023,459.575
07:50:33.356,1781160633.356,2026-06-11T07:50:33.356+0100,287,1029,462.122
07:50:35.903,1781160635.903,2026-06-11T07:50:35.903+0100,291,1041,464.669
07:50:38.450,1781160638.450,2026-06-11T07:50:38.450+0100,294,1049,467.216
07:50:40.997,1781160640.997,2026-06-11T07:50:40.997+0100,295,1060,469.763
07:50:43.544,1781160643.544,2026-06-11T07:50:43.544+0100,291,1066,472.310
07:50:46.091,1781160646.091,2026-06-11T07:50:46.091+0100,292,1076,474.857
07:50:48.638,1781160648.638,2026-06-11T07:50:48.638+0100,292,1083,477.404
07:50:51.185,1781160651.185,2026-06-11T07:50:51.185+0100,295,1096,479.950
07:50:53.732,1781160653.732,2026-06-11T07:50:53.732+0100,295,1103,482.497
07:50:56.279,1781160656.279,2026-06-11T07:50:56.279+0100,292,1113,485.044
07:50:58.825,1781160658.825,2026-06-11T07:50:58.825+0100,292,1124,487.591
07:51:01.372,1781160661.372,2026-06-11T07:51:01.372+0100,291,1131,490.138
07:51:03.919,1781160663.919,2026-06-11T07:51:03.919+0100,290,1141,492.685
07:51:06.466,1781160666.466,2026-06-11T07:51:06.466+0100,293,1148,495.232
07:51:09.013,1781160669.013,2026-06-11T07:51:09.013+0100,292,1158,497.779
07:51:11.560,1781160671.560,2026-06-11T07:51:11.560+0100,293,1166,500.326
07:51:14.107,1781160674.107,2026-06-11T07:51:14.107+0100,293,1176,502.873
07:51:16.654,1781160676.654,2026-06-11T07:51:16.654+0100,291,1183,505.419
07:51:19.201,1781160679.201,2026-06-11T07:51:19.201+0100,293,1194,507.966
07:51:21.748,1781160681.748,2026-06-11T07:51:21.748+0100,292,1204,510.513
07:51:24.294,1781160684.294,2026-06-11T07:51:24.294+0100,290,1210,513.060
07:51:26.841,1781160686.841,2026-06-11T07:51:26.841+0100,287,1221,515.607
07:51:29.388,1781160689.388,2026-06-11T07:51:29.388+0100,286,1228,518.154
07:51:31.935,1781160691.935,2026-06-11T07:51:31.935+0100,286,1239,520.701
07:51:34.482,1781160694.482,2026-06-11T07:51:34.482+0100,283,1246,523.248
07:51:37.029,1781160697.029,2026-06-11T07:51:37.029+0100,276,1256,525.794
07:51:39.576,1781160699.576,2026-06-11T07:51:39.576+0100,270,1263,528.341
07:51:42.122,1781160702.122,2026-06-11T07:51:42.122+0100,270,1273,530.888
07:51:44.669,1781160704.669,2026-06-11T07:51:44.669+0100,268,1279,533.435
07:51:47.216,1781160707.216,2026-06-11T07:51:47.216+0100,266,1288,535.982
07:51:49.763,1781160709.763,2026-06-11T07:51:49.763+0100,265,1298,538.529
07:51:52.310,1781160712.310,2026-06-11T07:51:52.310+0100,270,1305,541.076
07:51:54.857,1781160714.857,2026-06-11T07:51:54.857+0100,273,1316,543.623
07:51:57.404,1781160717.404,2026-06-11T07:51:57.404+0100,269,1322,546.169
07:51:59.951,1781160719.951,2026-06-11T07:51:59.951+0100,262,1329,548.716
07:52:02.497,1781160722.497,2026-06-11T07:52:02.497+0100,261,1336,551.263
07:52:05.044,1781160725.044,2026-06-11T07:52:05.044+0100,263,1346,553.810
07:52:07.591,1781160727.591,2026-06-11T07:52:07.591+0100,267,1353,556.357
07:52:10.138,1781160730.138,2026-06-11T07:52:10.138+0100,270,1363,558.904
07:52:12.685,1781160732.685,2026-06-11T07:52:12.685+0100,269,1369,561.451
07:52:15.232,1781160735.232,2026-06-11T07:52:15.232+0100,275,1381,563.997
07:52:17.779,1781160737.779,2026-06-11T07:52:17.779+0100,280,1393,566.544
07:52:20.325,1781160740.325,2026-06-11T07:52:20.325+0100,284,1403,569.091
07:52:22.872,1781160742.872,2026-06-11T07:52:22.872+0100,284,1414,571.638
07:52:25.419,1781160745.419,2026-06-11T07:52:25.419+0100,284,1421,574.185
07:52:27.966,1781160747.966,2026-06-11T07:52:27.966+0100,285,1432,576.732
07:52:30.513,1781160750.513,2026-06-11T07:52:30.513+0100,284,1439,579.279
07:52:33.060,1781160753.060,2026-06-11T07:52:33.060+0100,280,1449,581.825
07:52:35.607,1781160755.607,2026-06-11T07:52:35.607+0100,279,1455,584.372
07:52:38.153,1781160758.153,2026-06-11T07:52:38.153+0100,270,1463,586.919
07:52:40.700,1781160760.700,2026-06-11T07:52:40.700+0100,266,1469,589.466
07:52:43.247,1781160763.247,2026-06-11T07:52:43.247+0100,265,1478,592.013
07:52:45.794,1781160765.794,2026-06-11T07:52:45.794+0100,263,1487,594.560
07:52:48.341,1781160768.341,2026-06-11T07:52:48.341+0100,263,1494,597.107
07:52:50.888,1781160770.888,2026-06-11T07:52:50.888+0100,264,1503,599.653
07:52:53.435,1781160773.435,2026-06-11T07:52:53.435+0100,267,1510,602.200
07:52:55.981,1781160775.981,2026-06-11T07:52:55.981+0100,270,1520,604.747
07:52:58.528,1781160778.528,2026-06-11T07:52:58.528+0100,273,1528,607.294
07:53:01.075,1781160781.075,2026-06-11T07:53:01.075+0100,274,1539,609.841
07:53:03.622,1781160783.622,2026-06-11T07:53:03.622+0100,277,1546,612.388
07:53:06.169,1781160786.169,2026-06-11T07:53:06.169+0100,277,1556,614.934
07:53:08.716,1781160788.716,2026-06-11T07:53:08.716+0100,276,1563,617.481
07:53:11.262,1781160791.262,2026-06-11T07:53:11.262+0100,280,1574,620.028
07:53:13.809,1781160793.809,2026-06-11T07:53:13.809+0100,282,1585,622.575
07:53:16.356,1781160796.356,2026-06-11T07:53:16.356+0100,285,1593,625.122
07:53:18.903,1781160798.903,2026-06-11T07:53:18.903+0100,288,1604,627.669
07:53:21.450,1781160801.450,2026-06-11T07:53:21.450+0100,286,1610,630.215
07:53:23.996,1781160803.996,2026-06-11T07:53:23.996+0100,288,1621,632.762
07:53:26.543,1781160806.543,2026-06-11T07:53:26.543+0100,291,1628,635.309
07:53:29.090,1781160809.090,2026-06-11T07:53:29.090+0100,287,1639,637.856
07:53:31.637,1781160811.637,2026-06-11T07:53:31.637+0100,285,1645,640.403
07:53:34.184,1781160814.184,2026-06-11T07:53:34.184+0100,285,1656,642.949
07:53:36.731,1781160816.731,2026-06-11T07:53:36.731+0100,285,1663,645.496
07:53:39.277,1781160819.277,2026-06-11T07:53:39.277+0100,286,1673,648.043
07:53:41.824,1781160821.824,2026-06-11T07:53:41.824+0100,284,1684,650.590
07:53:44.371,1781160824.371,2026-06-11T07:53:44.371+0100,279,1690,653.137
07:53:46.918,1781160826.918,2026-06-11T07:53:46.918+0100,277,1700,655.683
07:53:49.465,1781160829.465,2026-06-11T07:53:49.465+0100,277,1706,658.230
07:53:52.011,1781160832.011,2026-06-11T07:53:52.011+0100,275,1716,660.777
07:53:54.558,1781160834.558,2026-06-11T07:53:54.558+0100,273,1723,663.324
07:53:57.105,1781160837.105,2026-06-11T07:53:57.105+0100,280,1735,665.871
07:53:59.652,1781160839.652,2026-06-11T07:53:59.652+0100,282,1742,668.418
07:54:02.199,1781160842.199,2026-06-11T07:54:02.199+0100,282,1753,670.964
07:54:04.745,1781160844.745,2026-06-11T07:54:04.745+0100,280,1763,673.511
07:54:07.292,1781160847.292,2026-06-11T07:54:07.292+0100,281,1771,676.058
07:54:09.839,1781160849.839,2026-06-11T07:54:09.839+0100,285,1781,678.605
07:54:12.386,1781160852.386,2026-06-11T07:54:12.386+0100,283,1788,681.152
07:54:14.933,1781160854.933,2026-06-11T07:54:14.933+0100,286,1799,683.698
07:54:17.479,1781160857.479,2026-06-11T07:54:17.479+0100,284,1806,686.245
07:54:20.026,1781160860.026,2026-06-11T07:54:20.026+0100,284,1816,688.792
07:54:22.573,1781160862.573,2026-06-11T07:54:22.573+0100,286,1825,691.339
07:54:25.120,1781160865.120,2026-06-11T07:54:25.120+0100,286,1834,693.886
07:54:27.667,1781160867.667,2026-06-11T07:54:27.667+0100,284,1842,696.432
07:54:30.213,1781160870.213,2026-06-11T07:54:30.213+0100,280,1851,698.979
07:54:32.760,1781160872.760,2026-06-11T07:54:32.760+0100,280,1862,701.526
07:54:35.307,1781160875.307,2026-06-11T07:54:35.307+0100,282,1870,704.073
07:54:37.854,1781160877.854,2026-06-11T07:54:37.854+0100,283,1880,706.620
07:54:40.401,1781160880.401,2026-06-11T07:54:40.401+0100,284,1887,709.166
07:54:42.947,1781160882.947,2026-06-11T07:54:42.947+0100,284,1897,711.713
07:54:45.494,1781160885.494,2026-06-11T07:54:45.494+0100,288,1906,714.260
07:54:48.041,1781160888.041,2026-06-11T07:54:48.041+0100,284,1915,716.807
07:54:50.588,1781160890.588,2026-06-11T07:54:50.588+0100,285,1922,719.353
07:54:53.135,1781160893.135,2026-06-11T07:54:53.135+0100,282,1933,721.900
07:54:55.681,1781160895.681,2026-06-11T07:54:55.681+0100,287,1941,724.447
07:54:58.228,1781160898.228,2026-06-11T07:54:58.228+0100,287,1952,726.994
07:55:00.775,1781160900.775,2026-06-11T07:55:00.775+0100,284,1962,729.541
07:55:03.322,1781160903.322,2026-06-11T07:55:03.322+0100,282,1969,732.087
07:55:05.869,1781160905.869,2026-06-11T07:55:05.869+0100,280,1979,734.634
07:55:08.415,1781160908.415,2026-06-11T07:55:08.415+0100,283,1986,737.181
07:55:10.962,1781160910.962,2026-06-11T07:55:10.962+0100,284,1997,739.728
07:55:13.509,1781160913.509,2026-06-11T07:55:13.509+0100,283,2003,742.275
07:55:16.056,1781160916.056,2026-06-11T07:55:16.056+0100,282,2014,744.821
07:55:18.602,1781160918.602,2026-06-11T07:55:18.602+0100,286,2021,747.368
07:55:21.149,1781160921.149,2026-06-11T07:55:21.149+0100,287,2032,749.915
07:55:23.696,1781160923.696,2026-06-11T07:55:23.696+0100,288,2039,752.462
07:55:26.243,1781160926.243,2026-06-11T07:55:26.243+0100,285,2049,755.009
07:55:28.790,1781160928.790,2026-06-11T07:55:28.790+0100,287,2060,757.555
07:55:31.336,1781160931.336,2026-06-11T07:55:31.336+0100,279,2066,760.102
07:55:33.883,1781160933.883,2026-06-11T07:55:33.883+0100,217,2074,762.649
07:55:36.430,1781160936.430,2026-06-11T07:55:36.430+0100,230,2080,765.196
07:55:38.977,1781160938.977,2026-06-11T07:55:38.977+0100,227,2090,767.742
07:55:41.524,1781160941.524,2026-06-11T07:55:41.524+0100,228,2096,770.289
07:55:44.070,1781160944.070,2026-06-11T07:55:44.070+0100,231,2106,772.836
07:55:46.617,1781160946.617,2026-06-11T07:55:46.617+0100,236,2112,775.383
07:55:49.164,1781160949.164,2026-06-11T07:55:49.164+0100,253,2122,777.930
07:55:51.711,1781160951.711,2026-06-11T07:55:51.711+0100,276,2130,780.476
07:55:54.257,1781160954.257,2026-06-11T07:55:54.257+0100,281,2140,783.023
07:55:56.804,1781160956.804,2026-06-11T07:55:56.804+0100,278,2149,785.570
07:55:59.351,1781160959.351,2026-06-11T07:55:59.351+0100,278,2156,788.117
07:56:01.898,1781160961.898,2026-06-11T07:56:01.898+0100,280,2167,790.664
07:56:04.445,1781160964.445,2026-06-11T07:56:04.445+0100,279,2173,793.210
07:56:06.991,1781160966.991,2026-06-11T07:56:06.991+0100,280,2184,795.757
07:56:09.538,1781160969.538,2026-06-11T07:56:09.538+0100,278,2190,798.304
07:56:12.085,1781160972.085,2026-06-11T07:56:12.085+0100,281,2200,800.851
07:56:14.632,1781160974.632,2026-06-11T07:56:14.632+0100,280,2207,803.397
07:56:17.178,1781160977.178,2026-06-11T07:56:17.178+0100,280,2217,805.944
07:56:19.725,1781160979.725,2026-06-11T07:56:19.725+0100,276,2223,808.491
07:56:22.272,1781160982.272,2026-06-11T07:56:22.272+0100,267,2232,811.038
07:56:24.819,1781160984.819,2026-06-11T07:56:24.819+0100,274,2239,813.585
07:56:27.366,1781160987.366,2026-06-11T07:56:27.366+0100,273,2249,816.131
07:56:29.912,1781160989.912,2026-06-11T07:56:29.912+0100,280,2261,818.678
07:56:32.459,1781160992.459,2026-06-11T07:56:32.459+0100,282,2268,821.225
07:56:35.006,1781160995.006,2026-06-11T07:56:35.006+0100,276,2277,823.772
07:56:37.553,1781160997.553,2026-06-11T07:56:37.553+0100,276,2284,826.318
07:56:40.099,1781161000.099,2026-06-11T07:56:40.099+0100,278,2295,828.865
07:56:42.646,1781161002.646,2026-06-11T07:56:42.646+0100,270,2300,831.412
07:56:45.193,1781161005.193,2026-06-11T07:56:45.193+0100,274,2312,833.959
07:56:47.740,1781161007.740,2026-06-11T07:56:47.740+0100,274,2322,836.505
07:56:50.286,1781161010.286,2026-06-11T07:56:50.286+0100,273,2328,839.052
07:56:52.833,1781161012.833,2026-06-11T07:56:52.833+0100,276,2339,841.599
07:56:55.380,1781161015.380,2026-06-11T07:56:55.380+0100,277,2346,844.146
07:56:57.927,1781161017.927,2026-06-11T07:56:57.927+0100,276,2355,846.692
07:57:00.474,1781161020.474,2026-06-11T07:57:00.474+0100,277,2363,849.239
07:57:03.020,1781161023.020,2026-06-11T07:57:03.020+0100,273,2372,851.786
07:57:05.567,1781161025.567,2026-06-11T07:57:05.567+0100,274,2379,854.333
07:57:08.114,1781161028.114,2026-06-11T07:57:08.114+0100,276,2389,856.879
07:57:10.660,1781161030.660,2026-06-11T07:57:10.660+0100,280,2397,859.426
07:57:13.207,1781161033.207,2026-06-11T07:57:13.207+0100,280,2407,861.973
07:57:15.754,1781161035.754,2026-06-11T07:57:15.754+0100,282,2418,864.520
07:57:18.301,1781161038.301,2026-06-11T07:57:18.301+0100,282,2425,867.066
07:57:20.847,1781161040.847,2026-06-11T07:57:20.847+0100,284,2435,869.613
07:57:23.394,1781161043.394,2026-06-11T07:57:23.394+0100,289,2443,872.160
07:57:25.941,1781161045.941,2026-06-11T07:57:25.941+0100,287,2453,874.707
07:57:28.488,1781161048.488,2026-06-11T07:57:28.488+0100,287,2460,877.253
07:57:31.034,1781161051.034,2026-06-11T07:57:31.034+0100,288,2471,879.800
07:57:33.581,1781161053.581,2026-06-11T07:57:33.581+0100,282,2476,882.347
07:57:36.128,1781161056.128,2026-06-11T07:57:36.128+0100,286,2487,884.894
07:57:38.675,1781161058.675,2026-06-11T07:57:38.675+0100,285,2494,887.440
07:57:41.221,1781161061.221,2026-06-11T07:57:41.221+0100,283,2504,889.987
07:57:43.768,1781161063.768,2026-06-11T07:57:43.768+0100,283,2514,892.534
07:57:46.315,1781161066.315,2026-06-11T07:57:46.315+0100,283,2521,895.080
07:57:48.861,1781161068.861,2026-06-11T07:57:48.861+0100,285,2533,897.627
07:57:51.408,1781161071.408,2026-06-11T07:57:51.408+0100,284,2539,900.174
07:57:53.955,1781161073.955,2026-06-11T07:57:53.955+0100,285,2549,902.721
07:57:56.502,1781161076.502,2026-06-11T07:57:56.502+0100,281,2556,905.267
07:57:59.048,1781161079.048,2026-06-11T07:57:59.048+0100,280,2565,907.814
07:58:01.595,1781161081.595,2026-06-11T07:58:01.595+0100,282,2573,910.361
07:58:04.142,1781161084.142,2026-06-11T07:58:04.142+0100,277,2583,912.907
07:58:06.689,1781161086.689,2026-06-11T07:58:06.689+0100,267,2588,915.454
07:58:09.235,1781161089.235,2026-06-11T07:58:09.235+0100,266,2597,918.001
07:58:11.782,1781161091.782,2026-06-11T07:58:11.782+0100,256,2604,920.548
07:58:14.329,1781161094.329,2026-06-11T07:58:14.329+0100,261,2612,923.094
07:58:16.875,1781161096.875,2026-06-11T07:58:16.875+0100,265,2623,925.641
07:58:19.422,1781161099.422,2026-06-11T07:58:19.422+0100,267,2630,928.188
07:58:21.969,1781161101.969,2026-06-11T07:58:21.969+0100,266,2639,930.734
07:58:24.515,1781161104.515,2026-06-11T07:58:24.515+0100,267,2646,933.281
07:58:27.062,1781161107.062,2026-06-11T07:58:27.062+0100,268,2657,935.828
07:58:29.609,1781161109.609,2026-06-11T07:58:29.609+0100,266,2663,938.375
07:58:32.156,1781161112.156,2026-06-11T07:58:32.156+0100,266,2673,940.921
07:58:34.702,1781161114.702,2026-06-11T07:58:34.702+0100,268,2681,943.468
07:58:37.249,1781161117.249,2026-06-11T07:58:37.249+0100,267,2691,946.015
07:58:39.796,1781161119.796,2026-06-11T07:58:39.796+0100,271,2702,948.561
07:58:42.342,1781161122.342,2026-06-11T07:58:42.342+0100,272,2710,951.108
07:58:44.889,1781161124.889,2026-06-11T07:58:44.889+0100,275,2720,953.655
07:58:47.436,1781161127.436,2026-06-11T07:58:47.436+0100,271,2726,956.202
07:58:49.983,1781161129.983,2026-06-11T07:58:49.983+0100,273,2737,958.748
07:58:52.529,1781161132.529,2026-06-11T07:58:52.529+0100,276,2744,961.295
07:58:55.076,1781161135.076,2026-06-11T07:58:55.076+0100,279,2756,963.842
07:58:57.623,1781161137.623,2026-06-11T07:58:57.623+0100,278,2763,966.388
07:59:00.169,1781161140.169,2026-06-11T07:59:00.169+0100,278,2772,968.935
07:59:02.716,1781161142.716,2026-06-11T07:59:02.716+0100,276,2780,971.482
07:59:05.263,1781161145.263,2026-06-11T07:59:05.263+0100,281,2791,974.028
07:59:07.809,1781161147.809,2026-06-11T07:59:07.809+0100,281,2802,976.575
07:59:10.356,1781161150.356,2026-06-11T07:59:10.356+0100,283,2809,979.122
07:59:12.903,1781161152.903,2026-06-11T07:59:12.903+0100,286,2820,981.668
07:59:15.449,1781161155.449,2026-06-11T07:59:15.449+0100,288,2827,984.215
07:59:17.996,1781161157.996,2026-06-11T07:59:17.996+0100,283,2836,986.762
07:59:20.543,1781161160.543,2026-06-11T07:59:20.543+0100,283,2843,989.308
07:59:23.089,1781161163.089,2026-06-11T07:59:23.089+0100,289,2855,991.855
07:59:25.636,1781161165.636,2026-06-11T07:59:25.636+0100,287,2862,994.402
07:59:28.183,1781161168.183,2026-06-11T07:59:28.183+0100,289,2873,996.949
07:59:30.730,1781161170.730,2026-06-11T07:59:30.730+0100,285,2879,999.495
07:59:33.276,1781161173.276,2026-06-11T07:59:33.276+0100,285,2890,1002.042
