Date,Timestamp,ISO8601,Power (watt),Cumulative Distance (meter),Since start (second)
08:35:45.482,1781163345.482,2026-06-11T08:35:45.482+0100,361,11186,3174.248
08:35:48.029,1781163348.029,2026-06-11T08:35:48.029+0100,359,11199,3176.794
08:35:50.575,1781163350.575,2026-06-11T08:35:50.575+0100,360,11206,3179.341
08:35:53.122,1781163353.122,2026-06-11T08:35:53.122+0100,362,11220,3181.887
08:35:55.668,1781163355.668,2026-06-11T08:35:55.668+0100,361,11227,3184.434
08:35:58.215,1781163358.215,2026-06-11T08:35:58.215+0100,359,11239,3186.980
08:36:00.761,1781163360.761,2026-06-11T08:36:00.761+0100,361,11255,3189.527
08:36:03.308,1781163363.308,2026-06-11T08:36:03.308+0100,351,11262,3192.073
08:36:05.854,1781163365.854,2026-06-11T08:36:05.854+0100,347,11275,3194.620
08:36:08.400,1781163368.400,2026-06-11T08:36:08.400+0100,353,11285,3197.166
08:36:10.947,1781163370.947,2026-06-11T08:36:10.947+0100,352,11297,3199.713
08:36:13.493,1781163373.493,2026-06-11T08:36:13.493+0100,331,11303,3202.259
08:36:16.040,1781163376.040,2026-06-11T08:36:16.040+0100,323,11314,3204.806
08:36:18.586,1781163378.586,2026-06-11T08:36:18.586+0100,296,11317,3207.352
08:36:21.133,1781163381.133,2026-06-11T08:36:21.133+0100,295,11327,3209.899
08:36:23.679,1781163383.679,2026-06-11T08:36:23.679+0100,290,11335,3212.445
08:36:26.226,1781163386.226,2026-06-11T08:36:26.226+0100,281,11343,3214.992
08:36:28.773,1781163388.773,2026-06-11T08:36:28.773+0100,277,11353,3217.538
08:36:31.319,1781163391.319,2026-06-11T08:36:31.319+0100,275,11360,3220.085
08:36:33.866,1781163393.866,2026-06-11T08:36:33.866+0100,275,11371,3222.631
08:36:36.412,1781163396.412,2026-06-11T08:36:36.412+0100,278,11379,3225.178
08:36:38.959,1781163398.959,2026-06-11T08:36:38.959+0100,279,11392,3227.724
08:36:41.505,1781163401.505,2026-06-11T08:36:41.505+0100,282,11399,3230.271
08:36:44.052,1781163404.052,2026-06-11T08:36:44.052+0100,279,11409,3232.817
08:36:46.598,1781163406.598,2026-06-11T08:36:46.598+0100,276,11415,3235.364
08:36:49.145,1781163409.145,2026-06-11T08:36:49.145+0100,278,11426,3237.910
08:36:51.691,1781163411.691,2026-06-11T08:36:51.691+0100,279,11434,3240.457
08:36:54.238,1781163414.238,2026-06-11T08:36:54.238+0100,277,11443,3243.003
08:36:56.784,1781163416.784,2026-06-11T08:36:56.784+0100,278,11454,3245.550
08:36:59.331,1781163419.331,2026-06-11T08:36:59.331+0100,282,11463,3248.096
08:37:01.877,1781163421.877,2026-06-11T08:37:01.877+0100,279,11472,3250.643
08:37:04.424,1781163424.424,2026-06-11T08:37:04.424+0100,282,11480,3253.189
08:37:06.970,1781163426.970,2026-06-11T08:37:06.970+0100,283,11491,3255.736
08:37:09.517,1781163429.517,2026-06-11T08:37:09.517+0100,277,11497,3258.282
08:37:12.063,1781163432.063,2026-06-11T08:37:12.063+0100,284,11511,3260.829
08:37:14.610,1781163434.610,2026-06-11T08:37:14.610+0100,284,11518,3263.375
08:37:17.156,1781163437.156,2026-06-11T08:37:17.156+0100,286,11528,3265.922
08:37:19.703,1781163439.703,2026-06-11T08:37:19.703+0100,283,11534,3268.468
08:37:22.249,1781163442.249,2026-06-11T08:37:22.249+0100,287,11545,3271.015
08:37:24.796,1781163444.796,2026-06-11T08:37:24.796+0100,291,11558,3273.561
08:37:27.342,1781163447.342,2026-06-11T08:37:27.342+0100,290,11566,3276.108
08:37:29.889,1781163449.889,2026-06-11T08:37:29.889+0100,283,11576,3278.654
08:37:32.435,1781163452.435,2026-06-11T08:37:32.435+0100,284,11583,3281.201
08:37:34.982,1781163454.982,2026-06-11T08:37:34.982+0100,279,11593,3283.747
08:37:37.528,1781163457.528,2026-06-11T08:37:37.528+0100,281,11600,3286.294
08:37:40.075,1781163460.075,2026-06-11T08:37:40.075+0100,277,11610,3288.840
08:37:42.621,1781163462.621,2026-06-11T08:37:42.621+0100,278,11617,3291.387
08:37:45.168,1781163465.168,2026-06-11T08:37:45.168+0100,273,11628,3293.933
08:37:47.714,1781163467.714,2026-06-11T08:37:47.714+0100,275,11635,3296.480
08:37:50.261,1781163470.261,2026-06-11T08:37:50.261+0100,273,11645,3299.026
08:37:52.807,1781163472.807,2026-06-11T08:37:52.807+0100,274,11656,3301.573
08:37:55.354,1781163475.354,2026-06-11T08:37:55.354+0100,280,11663,3304.119
08:37:57.900,1781163477.900,2026-06-11T08:37:57.900+0100,282,11675,3306.666
08:38:00.447,1781163480.447,2026-06-11T08:38:00.447+0100,285,11684,3309.212
08:38:02.993,1781163482.993,2026-06-11T08:38:02.993+0100,281,11694,3311.759
08:38:05.540,1781163485.540,2026-06-11T08:38:05.540+0100,280,11701,3314.305
08:38:08.086,1781163488.086,2026-06-11T08:38:08.086+0100,280,11712,3316.852
08:38:10.633,1781163490.633,2026-06-11T08:38:10.633+0100,279,11718,3319.398
08:38:13.179,1781163493.179,2026-06-11T08:38:13.179+0100,290,11731,3321.945
08:38:15.726,1781163495.726,2026-06-11T08:38:15.726+0100,289,11737,3324.491
08:38:18.272,1781163498.272,2026-06-11T08:38:18.272+0100,294,11750,3327.038
08:38:20.819,1781163500.819,2026-06-11T08:38:20.819+0100,298,11762,3329.584
08:38:23.365,1781163503.365,2026-06-11T08:38:23.365+0100,299,11769,3332.131
08:38:25.912,1781163505.912,2026-06-11T08:38:25.912+0100,299,11779,3334.677
08:38:28.458,1781163508.458,2026-06-11T08:38:28.458+0100,302,11787,3337.224
08:38:31.005,1781163511.005,2026-06-11T08:38:31.005+0100,299,11798,3339.770
08:38:33.551,1781163513.551,2026-06-11T08:38:33.551+0100,297,11804,3342.317
08:38:36.098,1781163516.098,2026-06-11T08:38:36.098+0100,315,11818,3344.863
08:38:38.644,1781163518.644,2026-06-11T08:38:38.644+0100,326,11829,3347.410
08:38:41.191,1781163521.191,2026-06-11T08:38:41.191+0100,325,11841,3349.956
08:38:43.737,1781163523.737,2026-06-11T08:38:43.737+0100,335,11854,3352.503
08:38:46.284,1781163526.284,2026-06-11T08:38:46.284+0100,380,11864,3355.049
08:38:48.830,1781163528.830,2026-06-11T08:38:48.830+0100,372,11877,3357.596
08:38:51.377,1781163531.377,2026-06-11T08:38:51.377+0100,369,11885,3360.142
08:38:53.923,1781163533.923,2026-06-11T08:38:53.923+0100,371,11899,3362.689
08:38:56.470,1781163536.470,2026-06-11T08:38:56.470+0100,376,11910,3365.235
08:38:59.016,1781163539.016,2026-06-11T08:38:59.016+0100,380,11923,3367.782
08:39:01.563,1781163541.563,2026-06-11T08:39:01.563+0100,377,11931,3370.328
08:39:04.109,1781163544.109,2026-06-11T08:39:04.109+0100,367,11943,3372.875
08:39:06.656,1781163546.656,2026-06-11T08:39:06.656+0100,370,11954,3375.421
08:39:09.202,1781163549.202,2026-06-11T08:39:09.202+0100,367,11966,3377.968
08:39:11.749,1781163551.749,2026-06-11T08:39:11.749+0100,363,11979,3380.514
08:39:14.295,1781163554.295,2026-06-11T08:39:14.295+0100,364,11989,3383.061
08:39:16.842,1781163556.842,2026-06-11T08:39:16.842+0100,365,12003,3385.607
08:39:19.388,1781163559.388,2026-06-11T08:39:19.388+0100,362,12011,3388.154
08:39:21.935,1781163561.935,2026-06-11T08:39:21.935+0100,361,12024,3390.700
08:39:24.481,1781163564.481,2026-06-11T08:39:24.481+0100,359,12033,3393.247
08:39:27.028,1781163567.028,2026-06-11T08:39:27.028+0100,356,12045,3395.793
08:39:29.574,1781163569.574,2026-06-11T08:39:29.574+0100,354,12054,3398.340
08:39:32.121,1781163572.121,2026-06-11T08:39:32.121+0100,352,12067,3400.886
08:39:34.667,1781163574.667,2026-06-11T08:39:34.667+0100,352,12077,3403.433
08:39:37.214,1781163577.214,2026-06-11T08:39:37.214+0100,349,12088,3405.979
08:39:39.760,1781163579.760,2026-06-11T08:39:39.760+0100,354,12104,3408.526
08:39:42.307,1781163582.307,2026-06-11T08:39:42.307+0100,357,12114,3411.072
08:39:44.853,1781163584.853,2026-06-11T08:39:44.853+0100,359,12127,3413.619
08:39:47.400,1781163587.400,2026-06-11T08:39:47.400+0100,357,12135,3416.165
08:39:49.946,1781163589.946,2026-06-11T08:39:49.946+0100,357,12150,3418.712
08:39:52.493,1781163592.493,2026-06-11T08:39:52.493+0100,360,12159,3421.258
08:39:55.039,1781163595.039,2026-06-11T08:39:55.039+0100,356,12170,3423.805
08:39:57.586,1781163597.586,2026-06-11T08:39:57.586+0100,355,12179,3426.351
08:40:00.132,1781163600.132,2026-06-11T08:40:00.132+0100,358,12195,3428.898
08:40:02.679,1781163602.679,2026-06-11T08:40:02.679+0100,355,12201,3431.445
08:40:05.225,1781163605.225,2026-06-11T08:40:05.225+0100,354,12215,3433.991
08:40:07.772,1781163607.772,2026-06-11T08:40:07.772+0100,354,12228,3436.537
08:40:10.318,1781163610.318,2026-06-11T08:40:10.318+0100,352,12235,3439.084
08:40:12.865,1781163612.865,2026-06-11T08:40:12.865+0100,351,12249,3441.630
08:40:15.411,1781163615.411,2026-06-11T08:40:15.411+0100,353,12257,3444.177
08:40:17.958,1781163617.958,2026-06-11T08:40:17.958+0100,348,12270,3446.723
08:40:20.504,1781163620.504,2026-06-11T08:40:20.504+0100,347,12279,3449.270
08:40:23.051,1781163623.051,2026-06-11T08:40:23.051+0100,347,12291,3451.816
08:40:25.597,1781163625.597,2026-06-11T08:40:25.597+0100,348,12300,3454.363
08:40:28.144,1781163628.144,2026-06-11T08:40:28.144+0100,346,12313,3456.909
08:40:30.690,1781163630.690,2026-06-11T08:40:30.690+0100,340,12319,3459.456
08:40:33.237,1781163633.237,2026-06-11T08:40:33.237+0100,341,12332,3462.002
08:40:35.783,1781163635.783,2026-06-11T08:40:35.783+0100,338,12345,3464.549
08:40:38.330,1781163638.330,2026-06-11T08:40:38.330+0100,336,12352,3467.095
08:40:40.876,1781163640.876,2026-06-11T08:40:40.876+0100,341,12367,3469.642
08:40:43.423,1781163643.423,2026-06-11T08:40:43.423+0100,339,12376,3472.188
08:40:45.969,1781163645.969,2026-06-11T08:40:45.969+0100,341,12388,3474.735
08:40:48.516,1781163648.516,2026-06-11T08:40:48.516+0100,345,12399,3477.281
08:40:51.062,1781163651.062,2026-06-11T08:40:51.062+0100,341,12410,3479.828
08:40:53.609,1781163653.609,2026-06-11T08:40:53.609+0100,341,12418,3482.374
08:40:56.155,1781163656.155,2026-06-11T08:40:56.155+0100,337,12430,3484.921
08:40:58.702,1781163658.702,2026-06-11T08:40:58.702+0100,341,12438,3487.467
08:41:01.248,1781163661.248,2026-06-11T08:41:01.248+0100,346,12454,3490.014
08:41:03.795,1781163663.795,2026-06-11T08:41:03.795+0100,341,12466,3492.560
08:41:06.341,1781163666.341,2026-06-11T08:41:06.341+0100,340,12474,3495.107
08:41:08.888,1781163668.888,2026-06-11T08:41:08.888+0100,346,12489,3497.653
08:41:11.434,1781163671.434,2026-06-11T08:41:11.434+0100,347,12498,3500.200
08:41:13.981,1781163673.981,2026-06-11T08:41:13.981+0100,346,12509,3502.746
08:41:16.527,1781163676.527,2026-06-11T08:41:16.527+0100,347,12518,3505.293
08:41:19.074,1781163679.074,2026-06-11T08:41:19.074+0100,346,12532,3507.839
08:41:21.620,1781163681.620,2026-06-11T08:41:21.620+0100,340,12539,3510.386
08:41:24.167,1781163684.167,2026-06-11T08:41:24.167+0100,339,12550,3512.932
08:41:26.713,1781163686.713,2026-06-11T08:41:26.713+0100,344,12560,3515.479
08:41:29.260,1781163689.260,2026-06-11T08:41:29.260+0100,352,12576,3518.025
08:41:31.806,1781163691.806,2026-06-11T08:41:31.806+0100,353,12587,3520.572
08:41:34.353,1781163694.353,2026-06-11T08:41:34.353+0100,352,12596,3523.118
08:41:36.899,1781163696.899,2026-06-11T08:41:36.899+0100,353,12609,3525.665
08:41:39.446,1781163699.446,2026-06-11T08:41:39.446+0100,353,12617,3528.211
08:41:41.992,1781163701.992,2026-06-11T08:41:41.992+0100,331,12626,3530.758
08:41:44.539,1781163704.539,2026-06-11T08:41:44.539+0100,310,12631,3533.304
08:41:47.085,1781163707.085,2026-06-11T08:41:47.085+0100,307,12642,3535.851
08:41:49.632,1781163709.632,2026-06-11T08:41:49.632+0100,299,12649,3538.397
08:41:52.178,1781163712.178,2026-06-11T08:41:52.178+0100,288,12657,3540.944
08:41:54.725,1781163714.725,2026-06-11T08:41:54.725+0100,279,12664,3543.490
08:41:57.271,1781163717.271,2026-06-11T08:41:57.271+0100,275,12676,3546.037
08:41:59.818,1781163719.818,2026-06-11T08:41:59.818+0100,272,12686,3548.583
08:42:02.364,1781163722.364,2026-06-11T08:42:02.364+0100,271,12692,3551.130
08:42:04.911,1781163724.911,2026-06-11T08:42:04.911+0100,272,12703,3553.676
08:42:07.457,1781163727.457,2026-06-11T08:42:07.457+0100,276,12710,3556.223
08:42:10.004,1781163730.004,2026-06-11T08:42:10.004+0100,277,12720,3558.769
08:42:12.550,1781163732.550,2026-06-11T08:42:12.550+0100,278,12728,3561.316
08:42:15.097,1781163735.097,2026-06-11T08:42:15.097+0100,278,12738,3563.862
08:42:17.643,1781163737.643,2026-06-11T08:42:17.643+0100,281,12745,3566.409
08:42:20.190,1781163740.190,2026-06-11T08:42:20.190+0100,285,12756,3568.955
08:42:22.736,1781163742.736,2026-06-11T08:42:22.736+0100,289,12768,3571.502
08:42:25.283,1781163745.283,2026-06-11T08:42:25.283+0100,290,12776,3574.048
08:42:27.829,1781163747.829,2026-06-11T08:42:27.829+0100,291,12786,3576.595
08:42:30.376,1781163750.376,2026-06-11T08:42:30.376+0100,289,12793,3579.141
08:42:32.922,1781163752.922,2026-06-11T08:42:32.922+0100,286,12802,3581.688
08:42:35.469,1781163755.469,2026-06-11T08:42:35.469+0100,283,12810,3584.234
08:42:38.015,1781163758.015,2026-06-11T08:42:38.015+0100,286,12821,3586.781
08:42:40.562,1781163760.562,2026-06-11T08:42:40.562+0100,282,12828,3589.327
08:42:43.108,1781163763.108,2026-06-11T08:42:43.108+0100,279,12837,3591.874
08:42:45.655,1781163765.655,2026-06-11T08:42:45.655+0100,270,12843,3594.420
08:42:48.201,1781163768.201,2026-06-11T08:42:48.201+0100,261,12852,3596.967
08:42:50.748,1781163770.748,2026-06-11T08:42:50.748+0100,265,12862,3599.513
08:42:53.294,1781163773.294,2026-06-11T08:42:53.294+0100,264,12870,3602.060
08:42:55.841,1781163775.841,2026-06-11T08:42:55.841+0100,270,12881,3604.606
08:42:58.387,1781163778.387,2026-06-11T08:42:58.387+0100,270,12888,3607.153
08:43:00.934,1781163780.934,2026-06-11T08:43:00.934+0100,264,12897,3609.699
08:43:03.480,1781163783.480,2026-06-11T08:43:03.480+0100,267,12904,3612.246
08:43:06.027,1781163786.027,2026-06-11T08:43:06.027+0100,268,12914,3614.792
08:43:08.573,1781163788.573,2026-06-11T08:43:08.573+0100,266,12919,3617.339
08:43:11.120,1781163791.120,2026-06-11T08:43:11.120+0100,274,12929,3619.885
08:43:13.666,1781163793.666,2026-06-11T08:43:13.666+0100,271,12938,3622.432
08:43:16.213,1781163796.213,2026-06-11T08:43:16.213+0100,279,12950,3624.978
08:43:18.759,1781163798.759,2026-06-11T08:43:18.759+0100,276,12960,3627.525
08:43:21.306,1781163801.306,2026-06-11T08:43:21.306+0100,279,12967,3630.071
08:43:23.852,1781163803.852,2026-06-11T08:43:23.852+0100,274,12976,3632.618
08:43:26.399,1781163806.399,2026-06-11T08:43:26.399+0100,273,12982,3635.164
08:43:28.945,1781163808.945,2026-06-11T08:43:28.945+0100,272,12992,3637.711
08:43:31.492,1781163811.492,2026-06-11T08:43:31.492+0100,268,12999,3640.257
08:43:34.038,1781163814.038,2026-06-11T08:43:34.038+0100,268,13008,3642.804
08:43:36.585,1781163816.585,2026-06-11T08:43:36.585+0100,258,13013,3645.350
08:43:39.131,1781163819.131,2026-06-11T08:43:39.131+0100,264,13023,3647.897
08:43:41.678,1781163821.678,2026-06-11T08:43:41.678+0100,263,13030,3650.443
08:43:44.224,1781163824.224,2026-06-11T08:43:44.224+0100,264,13041,3652.990
08:43:46.771,1781163826.771,2026-06-11T08:43:46.771+0100,268,13050,3655.536
08:43:49.317,1781163829.317,2026-06-11T08:43:49.317+0100,263,13057,3658.083
08:43:51.864,1781163831.864,2026-06-11T08:43:51.864+0100,265,13068,3660.629
08:43:54.410,1781163834.410,2026-06-11T08:43:54.410+0100,264,13075,3663.176
08:43:56.957,1781163836.957,2026-06-11T08:43:56.957+0100,305,13086,3665.722
08:43:59.503,1781163839.503,2026-06-11T08:43:59.503+0100,294,13092,3668.269
08:44:02.050,1781163842.050,2026-06-11T08:44:02.050+0100,280,13102,3670.815
08:44:04.596,1781163844.596,2026-06-11T08:44:04.596+0100,280,13110,3673.362
08:44:07.143,1781163847.143,2026-06-11T08:44:07.143+0100,297,13122,3675.908
08:44:09.689,1781163849.689,2026-06-11T08:44:09.689+0100,312,13132,3678.455
08:44:12.236,1781163852.236,2026-06-11T08:44:12.236+0100,327,13145,3681.001
08:44:14.782,1781163854.782,2026-06-11T08:44:14.782+0100,321,13157,3683.548
08:44:17.329,1781163857.329,2026-06-11T08:44:17.329+0100,390,13169,3686.095
08:44:19.875,1781163859.875,2026-06-11T08:44:19.875+0100,385,13180,3688.641
08:44:22.422,1781163862.422,2026-06-11T08:44:22.422+0100,375,13188,3691.188
08:44:24.968,1781163864.968,2026-06-11T08:44:24.968+0100,369,13202,3693.734
08:44:27.515,1781163867.515,2026-06-11T08:44:27.515+0100,363,13208,3696.281
08:44:30.061,1781163870.061,2026-06-11T08:44:30.061+0100,361,13220,3698.827
08:44:32.608,1781163872.608,2026-06-11T08:44:32.608+0100,373,13233,3701.374
08:44:35.154,1781163875.154,2026-06-11T08:44:35.154+0100,370,13246,3703.920
08:44:37.701,1781163877.701,2026-06-11T08:44:37.701+0100,370,13255,3706.467
08:44:40.247,1781163880.247,2026-06-11T08:44:40.247+0100,375,13270,3709.013
08:44:42.794,1781163882.794,2026-06-11T08:44:42.794+0100,372,13283,3711.560
08:44:45.340,1781163885.340,2026-06-11T08:44:45.340+0100,374,13292,3714.106
08:44:47.887,1781163887.887,2026-06-11T08:44:47.887+0100,370,13305,3716.653
08:44:50.433,1781163890.433,2026-06-11T08:44:50.433+0100,371,13314,3719.199
08:44:52.980,1781163892.980,2026-06-11T08:44:52.980+0100,373,13328,3721.746
08:44:55.526,1781163895.526,2026-06-11T08:44:55.526+0100,375,13337,3724.292
08:44:58.073,1781163898.073,2026-06-11T08:44:58.073+0100,372,13350,3726.839
08:45:00.619,1781163900.619,2026-06-11T08:45:00.619+0100,370,13359,3729.385
08:45:03.166,1781163903.166,2026-06-11T08:45:03.166+0100,372,13373,3731.932
08:45:05.712,1781163905.712,2026-06-11T08:45:05.712+0100,368,13381,3734.478
08:45:08.259,1781163908.259,2026-06-11T08:45:08.259+0100,368,13394,3737.025
08:45:10.805,1781163910.805,2026-06-11T08:45:10.805+0100,368,13408,3739.571
08:45:13.352,1781163913.352,2026-06-11T08:45:13.352+0100,371,13418,3742.118
08:45:15.898,1781163915.898,2026-06-11T08:45:15.898+0100,366,13429,3744.664
08:45:18.445,1781163918.445,2026-06-11T08:45:18.445+0100,368,13439,3747.211
08:45:20.991,1781163920.991,2026-06-11T08:45:20.991+0100,369,13454,3749.757
08:45:23.538,1781163923.538,2026-06-11T08:45:23.538+0100,367,13461,3752.304
08:45:26.084,1781163926.084,2026-06-11T08:45:26.084+0100,363,13474,3754.850
08:45:28.631,1781163928.631,2026-06-11T08:45:28.631+0100,363,13483,3757.397
08:45:31.177,1781163931.177,2026-06-11T08:45:31.177+0100,363,13497,3759.943
08:45:33.724,1781163933.724,2026-06-11T08:45:33.724+0100,362,13505,3762.490
08:45:36.270,1781163936.270,2026-06-11T08:45:36.270+0100,359,13518,3765.036
08:45:38.817,1781163938.817,2026-06-11T08:45:38.817+0100,363,13532,3767.583
08:45:41.363,1781163941.363,2026-06-11T08:45:41.363+0100,361,13541,3770.129
08:45:43.910,1781163943.910,2026-06-11T08:45:43.910+0100,353,13553,3772.676
08:45:46.456,1781163946.456,2026-06-11T08:45:46.456+0100,351,13562,3775.222
08:45:49.003,1781163949.003,2026-06-11T08:45:49.003+0100,351,13575,3777.769
08:45:51.549,1781163951.549,2026-06-11T08:45:51.549+0100,350,13584,3780.315
08:45:54.096,1781163954.096,2026-06-11T08:45:54.096+0100,342,13595,3782.862
08:45:56.642,1781163956.642,2026-06-11T08:45:56.642+0100,348,13605,3785.408
08:45:59.189,1781163959.189,2026-06-11T08:45:59.189+0100,347,13617,3787.955
08:46:01.735,1781163961.735,2026-06-11T08:46:01.735+0100,346,13630,3790.501
08:46:04.282,1781163964.282,2026-06-11T08:46:04.282+0100,345,13639,3793.048
08:46:06.828,1781163966.828,2026-06-11T08:46:06.828+0100,345,13651,3795.594
08:46:09.375,1781163969.375,2026-06-11T08:46:09.375+0100,345,13660,3798.141
08:46:11.921,1781163971.921,2026-06-11T08:46:11.921+0100,344,13673,3800.687
08:46:14.468,1781163974.468,2026-06-11T08:46:14.468+0100,342,13680,3803.234
08:46:17.014,1781163977.014,2026-06-11T08:46:17.014+0100,343,13694,3805.780
08:46:19.561,1781163979.561,2026-06-11T08:46:19.561+0100,347,13704,3808.327
08:46:22.107,1781163982.107,2026-06-11T08:46:22.107+0100,350,13717,3810.873
08:46:24.654,1781163984.654,2026-06-11T08:46:24.654+0100,345,13725,3813.420
08:46:27.200,1781163987.200,2026-06-11T08:46:27.200+0100,352,13740,3815.966
08:46:29.747,1781163989.747,2026-06-11T08:46:29.747+0100,356,13753,3818.513
08:46:32.293,1781163992.293,2026-06-11T08:46:32.293+0100,358,13761,3821.059
08:46:34.840,1781163994.840,2026-06-11T08:46:34.840+0100,361,13776,3823.606
08:46:37.386,1781163997.386,2026-06-11T08:46:37.386+0100,359,13783,3826.152
08:46:39.933,1781163999.933,2026-06-11T08:46:39.933+0100,365,13798,3828.699
08:46:42.479,1781164002.479,2026-06-11T08:46:42.479+0100,365,13806,3831.245
08:46:45.026,1781164005.026,2026-06-11T08:46:45.026+0100,366,13818,3833.792
08:46:47.572,1781164007.572,2026-06-11T08:46:47.572+0100,355,13827,3836.338
08:46:50.119,1781164010.119,2026-06-11T08:46:50.119+0100,361,13842,3838.885
08:46:52.665,1781164012.665,2026-06-11T08:46:52.665+0100,349,13848,3841.431
08:46:55.212,1781164015.212,2026-06-11T08:46:55.212+0100,344,13860,3843.978
08:46:57.758,1781164017.758,2026-06-11T08:46:57.758+0100,352,13873,3846.524
08:47:00.305,1781164020.305,2026-06-11T08:47:00.305+0100,348,13882,3849.071
08:47:02.851,1781164022.851,2026-06-11T08:47:02.851+0100,339,13893,3851.617
08:47:05.398,1781164025.398,2026-06-11T08:47:05.398+0100,346,13903,3854.164
08:47:07.944,1781164027.944,2026-06-11T08:47:07.944+0100,351,13915,3856.710
08:47:10.491,1781164030.491,2026-06-11T08:47:10.491+0100,347,13923,3859.257
08:47:13.037,1781164033.037,2026-06-11T08:47:13.037+0100,352,13936,3861.803
08:47:15.584,1781164035.584,2026-06-11T08:47:15.584+0100,322,13940,3864.350
08:47:18.130,1781164038.130,2026-06-11T08:47:18.130+0100,311,13948,3866.896
08:47:20.677,1781164040.677,2026-06-11T08:47:20.677+0100,306,13956,3869.443
08:47:23.223,1781164043.223,2026-06-11T08:47:23.223+0100,297,13966,3871.989
08:47:25.770,1781164045.770,2026-06-11T08:47:25.770+0100,271,13975,3874.536
08:47:28.316,1781164048.316,2026-06-11T08:47:28.316+0100,267,13981,3877.082
08:47:30.863,1781164050.863,2026-06-11T08:47:30.863+0100,268,13991,3879.629
08:47:33.409,1781164053.409,2026-06-11T08:47:33.409+0100,265,13997,3882.175
08:47:35.956,1781164055.956,2026-06-11T08:47:35.956+0100,263,14007,3884.722
08:47:38.502,1781164058.502,2026-06-11T08:47:38.502+0100,268,14014,3887.268
08:47:41.049,1781164061.049,2026-06-11T08:47:41.049+0100,264,14023,3889.815
08:47:43.595,1781164063.595,2026-06-11T08:47:43.595+0100,264,14030,3892.361
08:47:46.142,1781164066.142,2026-06-11T08:47:46.142+0100,263,14040,3894.908
08:47:48.688,1781164068.688,2026-06-11T08:47:48.688+0100,266,14047,3897.454
08:47:51.235,1781164071.235,2026-06-11T08:47:51.235+0100,262,14057,3900.001
08:47:53.781,1781164073.781,2026-06-11T08:47:53.781+0100,264,14066,3902.547
08:47:56.328,1781164076.328,2026-06-11T08:47:56.328+0100,265,14073,3905.094
08:47:58.874,1781164078.874,2026-06-11T08:47:58.874+0100,265,14084,3907.640
08:48:01.421,1781164081.421,2026-06-11T08:48:01.421+0100,265,14092,3910.187
08:48:03.967,1781164083.967,2026-06-11T08:48:03.967+0100,311,14103,3912.733
08:48:06.514,1781164086.514,2026-06-11T08:48:06.514+0100,291,14108,3915.280
08:48:09.061,1781164089.061,2026-06-11T08:48:09.061+0100,293,14118,3917.826
08:48:11.607,1781164091.607,2026-06-11T08:48:11.607+0100,299,14126,3920.373
08:48:14.154,1781164094.154,2026-06-11T08:48:14.154+0100,295,14135,3922.919
08:48:16.700,1781164096.700,2026-06-11T08:48:16.700+0100,292,14142,3925.466
08:48:19.247,1781164099.247,2026-06-11T08:48:19.247+0100,290,14152,3928.012
08:48:21.793,1781164101.793,2026-06-11T08:48:21.793+0100,295,14164,3930.559
08:48:24.340,1781164104.340,2026-06-11T08:48:24.340+0100,293,14171,3933.105
08:48:26.886,1781164106.886,2026-06-11T08:48:26.886+0100,293,14182,3935.652
08:48:29.433,1781164109.433,2026-06-11T08:48:29.433+0100,290,14189,3938.198
08:48:31.979,1781164111.979,2026-06-11T08:48:31.979+0100,288,14199,3940.745
08:48:34.526,1781164114.526,2026-06-11T08:48:34.526+0100,286,14206,3943.291
08:48:37.072,1781164117.072,2026-06-11T08:48:37.072+0100,286,14216,3945.838
08:48:39.619,1781164119.619,2026-06-11T08:48:39.619+0100,288,14224,3948.384
08:48:42.165,1781164122.165,2026-06-11T08:48:42.165+0100,285,14234,3950.931
08:48:44.712,1781164124.712,2026-06-11T08:48:44.712+0100,287,14241,3953.477
08:48:47.258,1781164127.258,2026-06-11T08:48:47.258+0100,285,14252,3956.024
08:48:49.805,1781164129.805,2026-06-11T08:48:49.805+0100,286,14264,3958.570
08:48:52.351,1781164132.351,2026-06-11T08:48:52.351+0100,281,14270,3961.117
08:48:54.898,1781164134.898,2026-06-11T08:48:54.898+0100,282,14281,3963.663
08:48:57.444,1781164137.444,2026-06-11T08:48:57.444+0100,281,14288,3966.210
08:48:59.991,1781164139.991,2026-06-11T08:48:59.991+0100,280,14297,3968.756
08:49:02.537,1781164142.537,2026-06-11T08:49:02.537+0100,279,14304,3971.303
08:49:05.084,1781164145.084,2026-06-11T08:49:05.084+0100,283,14316,3973.850
08:49:07.630,1781164147.630,2026-06-11T08:49:07.630+0100,284,14322,3976.396
08:49:10.177,1781164150.177,2026-06-11T08:49:10.177+0100,282,14332,3978.943
08:49:12.723,1781164152.723,2026-06-11T08:49:12.723+0100,281,14340,3981.489
08:49:15.270,1781164155.270,2026-06-11T08:49:15.270+0100,281,14351,3984.036
08:49:17.816,1781164157.816,2026-06-11T08:49:17.816+0100,282,14361,3986.582
08:49:20.363,1781164160.363,2026-06-11T08:49:20.363+0100,280,14368,3989.129
08:49:22.909,1781164162.909,2026-06-11T08:49:22.909+0100,284,14379,3991.675
08:49:25.456,1781164165.456,2026-06-11T08:49:25.456+0100,283,14386,3994.222
08:49:28.002,1781164168.002,2026-06-11T08:49:28.002+0100,281,14396,3996.768
